results_results:average,results_results:max,results_results:min,stat_type
-0.12971329957689,0.81664587004429,-1.2815489961452,3
-0.15210053192327,0.74938320294988,-1.2980107390548,3.05
-0.10732606723051,0.88390853713869,-1.2650872532355,3.95
