frac_T,id,x,y,z
0.020544101068181,0,0,0,0
0.019278236989471,5,5,0,0
0.015933486568368,10,10,0,0
0.011607110020192,15,15,0,0
0.007461219252013,20,20,0,0
0.0042389340918903,25,25,0,0
0.0021327636840916,30,30,0,0
0.00095305766837528,35,35,0,0
0.00038158199840448,40,40,0,0
0.00014638222939979,45,45,0,0
8.5237924721617e-05,50,50,0,0
