T,id,x,y,z
0.0293200920376,0,0,0,0
0.027252862187176,5,5,0,0
0.021972899957299,10,10,0,0
0.015530105743381,15,15,0,0
0.0097581519127672,20,20,0,0
0.0055320459244328,25,25,0,0
0.0028699156476081,30,30,0,0
0.0013822171147051,35,35,0,0
0.00063340634262126,40,40,0,0
0.00030275838051397,45,45,0,0
0.00021118154155484,50,50,0,0
