frac_T,id,x,y,z
0.021542636030657,0,0,0,0
0.019975610078059,5,5,0,0
0.01599374908442,10,10,0,0
0.011181766644754,15,15,0,0
0.0069279682554205,20,20,0,0
0.0038632827569163,25,25,0,0
0.0019675603234046,30,30,0,0
0.00092868156216815,35,35,0,0
0.00041610939153856,40,40,0,0
0.00019384565360202,45,45,0,0
0.00013300314044344,50,50,0,0
