frac_T,id,x,y,z
0.020548424978497,0,0,0,0
0.019282416544148,5,5,0,0
0.015937243713277,10,10,0,0
0.011610214712777,15,15,0,0
0.007463546125787,20,20,0,0
0.0042404981560009,25,25,0,0
0.0021336997650723,30,30,0,0
0.00095355523969038,35,35,0,0
0.00038181903154368,40,40,0,0
0.00014649152153323,45,45,0,0
8.5310098444362e-05,50,50,0,0
