frac_T,id,x,y,z
0.041443006288662,0,0,0,0
0.023395910296954,5,5,0,0
0.012947731615438,10,10,0,0
0.0071663863492701,15,15,0,0
0.0039680673826436,20,20,0,0
0.0021999842291844,25,25,0,0
0.0012248554108117,30,30,0,0
0.00069120903352789,35,35,0,0
0.0004066995329162,40,40,0,0
0.00026877933663926,45,45,0,0
0.0002277369894589,50,50,0,0
