T,id,x,y,z
0.02831133011721,0,0,0,0
0.026572337436109,5,5,0,0
0.021975590686524,10,10,0,0
0.016024969298194,15,15,0,0
0.010315712860741,20,20,0,0
0.005871259718155,25,25,0,0
0.0029605123207172,30,30,0,0
0.0013263437940788,35,35,0,0
0.0005326324688431,40,40,0,0
0.00020508975346288,45,45,0,0
0.00011977320914046,50,50,0,0
