frac_T,id,x,y,z
0.021581867836131,0,0,0,0
0.020013405265581,5,5,0,0
0.016027393564071,10,10,0,0
0.011209191081233,15,15,0,0
0.0069483061117492,20,20,0,0
0.0038769982732364,25,25,0,0
0.0019760152792296,30,30,0,0
0.00093349986781502,35,35,0,0
0.00041871967243274,40,40,0,0
0.00019532322876746,45,45,0,0
0.0001341381899863,50,50,0,0
