T,id,x,y,z
0.049186488515479,0,0,0,0
0.030339550103842,5,5,0,0
0.018404807133807,10,10,0,0
0.011168926077875,15,15,0,0
0.006784541426506,20,20,0,0
0.00413229246566,25,25,0,0
0.0025350435134342,30,30,0,0
0.0015850069622548,35,35,0,0
0.0010396325623481,40,40,0,0
0.00075968283200525,45,45,0,0
0.00067368486112144,50,50,0,0
