DP,P,S,SumWij,T,h,id,mdot,mu,rho,w_perim,x,y,z
0,38612.017709198,8.0633197985385e-06,0,628.15,803575.92728354,0,0.022464408958728,0.00030134227647172,865.51026802107,0,0.07684,0,0
346.98361973612,37941.407689624,8.0633197985385e-06,-9.6254865211346e-05,628.14994332931,803575.92747285,0.016,0.02260305165206,0.00030134231083476,865.51028092935,0,0.07684,0,0.016
372.26465875879,37205.854410836,8.0633197985385e-06,-0.0001456388172106,628.14994332844,803575.92747174,0.032,0.022879277655295,0.00030134231083529,865.51028092955,0,0.07684,0,0.032
374.12971934092,36456.810135111,8.0633197985385e-06,-0.00013597594778889,628.14994332768,803575.92747076,0.048,0.023160132953363,0.00030134231083575,865.51028092972,0,0.07684,0,0.048
380.28039462263,33269.375265319,8.0633197985385e-06,-0.00013501750875835,628.14994332697,803575.92746985,0.064,0.023460669413625,0.00030134231083618,865.51028092988,0,0.07684,0,0.064
396.84702686511,32483.512830138,8.0633197985385e-06,-0.0001592813244117,628.1499433263,803575.927469,0.08,0.023768564174939,0.00030134231083659,865.51028093004,0,0.07684,0,0.08
404.66130166875,36528.599271835,8.0633197985385e-06,-0.00016112452130521,628.14994332565,803575.92746817,0.096,0.024092537018084,0.00030134231083698,865.51028093018,0,0.07684,0,0.096
408.12859668428,35713.512268222,8.0633197985385e-06,-0.00015312739063321,628.14994332502,803575.92746737,0.112,0.024403987946746,0.00030134231083736,865.51028093033,0,0.07684,0,0.112
408.24040222555,34896.781078008,8.0633197985385e-06,-0.00013869521945232,628.14994332441,803575.92746658,0.128,0.024689089987792,0.00030134231083774,865.51028093047,0,0.07684,0,0.128
406.53138953902,34082.702379515,8.0633197985385e-06,-0.00012190386630033,628.1499433238,803575.9274658,0.144,0.02494142301227,0.00030134231083811,865.51028093061,0,0.07684,0,0.144
404.07966180442,33273.322663451,8.0633197985385e-06,-0.00010530658483717,628.14994332319,803575.92746502,0.16,0.02516009627063,0.00030134231083847,865.51028093074,0,0.07684,0,0.16
404.58876727897,32465.312124983,8.0633197985385e-06,-9.6726868854329e-05,628.14994332259,803575.92746426,0.176,0.025355708642597,0.00030134231083883,865.51028093088,0,0.07684,0,0.176
428.51804470497,31648.708085279,8.0633197985385e-06,-0.00013823471989581,628.149943322,803575.92746349,0.192,0.025598829660132,0.0003013423108392,865.51028093102,0,0.07684,0,0.192
3220.9231382628,28070.625283606,8.0633197985385e-06,7.4242193866868e-05,628.1499433214,803575.92746273,0.208,0.02550423619976,0.00030134231083956,865.51028093115,0,0.07684,0,0.208
345.97401664803,27401.806904123,8.0633197985385e-06,3.6246491430719e-05,628.1499433208,803575.92746196,0.224,0.025379174662624,0.00030134231083992,865.51028093129,0,0.07684,0,0.224
378.73793561206,26657.167943474,8.0633197985385e-06,-3.4884858487087e-05,628.1499433202,803575.92746119,0.24,0.025421623480677,0.00030134231084029,865.51028093143,0,0.07684,0,0.24
391.08575370342,25879.513686555,8.0633197985385e-06,-5.7613898891095e-05,628.14994331959,803575.92746042,0.256,0.025529412267481,0.00030134231084065,865.51028093156,0,0.07684,0,0.256
393.58132308149,25092.659224762,8.0633197985385e-06,-5.764503415443e-05,628.149943319,803575.92745965,0.272,0.025646749508053,0.00030134231084102,865.5102809317,0,0.07684,0,0.272
388.52406743702,24229.481123275,8.0633197985385e-06,-4.1912543962868e-05,628.1499433184,803575.92745889,0.288,0.025740502559591,0.00030134231084138,865.51028093183,0,0.07684,0,0.288
398.17224972256,23437.141147124,8.0633197985385e-06,-5.8207756548387e-05,628.14994331781,803575.92745813,0.304,0.025850764466014,0.00030134231084174,865.51028093197,0,0.07684,0,0.304
403.52211796416,22632.481283234,8.0633197985385e-06,-6.4062390974416e-05,628.14994331722,803575.92745737,0.32,0.025976671622748,0.0003013423108421,865.5102809321,0,0.07684,0,0.32
407.94630664233,21818.858322615,8.0633197985385e-06,-6.7439728009481e-05,628.14994331663,803575.92745662,0.336,0.026109786460427,0.00030134231084245,865.51028093224,0,0.07684,0,0.336
414.84089260637,20993.250875096,8.0633197985385e-06,-7.5548802250535e-05,628.14994331604,803575.92745587,0.352,0.026255595697315,0.00030134231084281,865.51028093237,0,0.07684,0,0.352
431.41437001226,20140.522420568,8.0633197985385e-06,-0.00010252523613683,628.14994331546,803575.92745512,0.368,0.026443668605026,0.00030134231084316,865.51028093251,0,0.07684,0,0.368
417.60286093016,18938.509943381,8.0633197985385e-06,-6.4033796906456e-05,628.14994334417,803575.92749187,0.384,0.026627468620222,0.00030134231082575,865.51028092597,0,0.07684,0,0.384
388.22143785332,18162.068652436,8.0633197985385e-06,-8.0281709018662e-10,628.15037917724,803576.48485394,0.4,0.026627470352268,0.00030134204655271,865.51018165317,0,0.07684,0,0.4
