hypercube_0,hypercube_1,hypercube_2,hypercube_3
2.0263922968081,-107.15910670106,-10.753883518181,1.5190288488468
1.8824969462834,-92.402839781505,-9.5996598092129,0.76759350833988
1.2430133333849,-74.009596754949,-11.787743516178,1.2758147917186
0.7778049323055,-67.190517144469,-11.119949089246,1.1124647387007
1.5010494387077,-86.319317166654,-7.2299670799132,0.91746848748195
0.73264750670687,-106.57177183998,-8.8062492017155,0.59029408885352
1.3098266013206,-77.247163723822,-12.213738992457,0.50243713033692
1.9733815955519,-104.74117533654,-12.023586347881,0.93693074650666
1.8190278506423,-92.774241633428,-8.0100602812887,1.2096941654271
0.85283202165104,-105.9840497016,-7.5058109857458,1.1265995506147
