x,y,z,t,u
-0.9,-0.9,0.0,0.1,5.407509506071436e-07
-0.7,-0.9,0.0,0.1,4.762967265935384e-06
-0.4999999999999999,-0.9,0.0,0.1,1.9186453202156862e-05
-0.2999999999999998,-0.9,0.0,0.1,5.328222205063207e-05
-0.09999999999999976,-0.9,0.0,0.1,0.00011092412242738364
0.10000000000000042,-0.9,0.0,0.1,0.0001775184571871597
0.3000000000000004,-0.9,0.0,0.1,0.0002183910659079029
0.5000000000000003,-0.9,0.0,0.1,0.00020141057307367305
0.7000000000000005,-0.9,0.0,0.1,0.00012805607604168335
0.9000000000000007,-0.9,0.0,0.1,3.7235304625796246e-05
-0.9,-0.7,0.0,0.1,5.685142784466309e-06
-0.7,-0.7,0.0,0.1,5.00750834634299e-05
-0.4999999999999999,-0.7,0.0,0.1,0.0002017152736565187
-0.2999999999999998,-0.7,0.0,0.1,0.0005601784701282055
-0.09999999999999976,-0.7,0.0,0.1,0.0011661920770240932
0.10000000000000042,-0.7,0.0,0.1,0.0018663264019305823
0.3000000000000004,-0.7,0.0,0.1,0.0022960373738487114
0.5000000000000003,-0.7,0.0,0.1,0.0021175142918184084
0.7000000000000005,-0.7,0.0,0.1,0.001346307530107979
0.9000000000000007,-0.7,0.0,0.1,0.0003914704600760696
-0.9,-0.4999999999999999,0.0,0.1,2.733520016413459e-05
-0.7,-0.4999999999999999,0.0,0.1,0.00024077010580079902
-0.4999999999999999,-0.4999999999999999,0.0,0.1,0.000969883711035367
-0.2999999999999998,-0.4999999999999999,0.0,0.1,0.0026934399344256143
-0.09999999999999976,-0.4999999999999999,0.0,0.1,0.005607263540043876
0.10000000000000042,-0.4999999999999999,0.0,0.1,0.008973636670617189
0.3000000000000004,-0.4999999999999999,0.0,0.1,0.01103976515242093
0.5000000000000003,-0.4999999999999999,0.0,0.1,0.010181393715462434
0.7000000000000005,-0.4999999999999999,0.0,0.1,0.006473291386548349
0.9000000000000007,-0.4999999999999999,0.0,0.1,0.0018822611480864974
-0.9,-0.2999999999999998,0.0,0.1,9.060948617760573e-05
-0.7,-0.2999999999999998,0.0,0.1,0.0007980938658778189
-0.4999999999999999,-0.2999999999999998,0.0,0.1,0.0032149266945646405
-0.2999999999999998,-0.2999999999999998,0.0,0.1,0.008928092973277681
-0.09999999999999976,-0.2999999999999998,0.0,0.1,0.018586703780293434
0.10000000000000042,-0.2999999999999998,0.0,0.1,0.029745405301109702
0.3000000000000004,-0.2999999999999998,0.0,0.1,0.036594114620560225
0.5000000000000003,-0.2999999999999998,0.0,0.1,0.03374882377266696
0.7000000000000005,-0.2999999999999998,0.0,0.1,0.021457373748542893
0.9000000000000007,-0.2999999999999998,0.0,0.1,0.006239234190937459
-0.9,-0.09999999999999976,0.0,0.1,0.00022515475380984113
-0.7,-0.09999999999999976,0.0,0.1,0.0019831767673490733
-0.4999999999999999,-0.09999999999999976,0.0,0.1,0.007988744434689114
-0.2999999999999998,-0.09999999999999976,0.0,0.1,0.022185343501997842
-0.09999999999999976,-0.09999999999999976,0.0,0.1,0.04618594465468574
0.10000000000000042,-0.09999999999999976,0.0,0.1,0.07391410866647814
0.3000000000000004,-0.09999999999999976,0.0,0.1,0.09093240913132679
0.5000000000000003,-0.09999999999999976,0.0,0.1,0.08386216971821407
0.7000000000000005,-0.09999999999999976,0.0,0.1,0.05331924843155073
0.9000000000000007,-0.09999999999999976,0.0,0.1,0.01550382081925616
-0.9,0.10000000000000042,0.0,0.1,0.0004300930394051107
-0.7,0.10000000000000042,0.0,0.1,0.0037882856529298124
-0.4999999999999999,0.10000000000000042,0.0,0.1,0.015260185791360034
-0.2999999999999998,0.10000000000000042,0.0,0.1,0.04237868246423684
-0.09999999999999976,0.10000000000000042,0.0,0.1,0.08822488967346771
0.10000000000000042,0.10000000000000042,0.0,0.1,0.141191527664275
0.3000000000000004,0.10000000000000042,0.0,0.1,0.17370006878358868
0.5000000000000003,0.10000000000000042,0.0,0.1,0.16019442119208516
0.7000000000000005,0.10000000000000042,0.0,0.1,0.10185100349286745
0.9000000000000007,0.10000000000000042,0.0,0.1,0.029615565764060117
-0.9,0.3000000000000004,0.0,0.1,0.0006315642623251158
-0.7,0.3000000000000004,0.0,0.1,0.005562856439571124
-0.4999999999999999,0.3000000000000004,0.0,0.1,0.0224086118566233
-0.2999999999999998,0.3000000000000004,0.0,0.1,0.062230398719905496
-0.09999999999999976,0.3000000000000004,0.0,0.1,0.12955263689551416
0.10000000000000042,0.3000000000000004,0.0,0.1,0.20733077461375082
0.3000000000000004,0.3000000000000004,0.0,0.1,0.25506749878785767
0.5000000000000003,0.3000000000000004,0.0,0.1,0.23523531463963504
0.7000000000000005,0.3000000000000004,0.0,0.1,0.1495617180343544
0.9000000000000007,0.3000000000000004,0.0,0.1,0.04348857393970029
-0.9,0.5000000000000003,0.0,0.1,0.0006952303520520025
-0.7,0.5000000000000003,0.0,0.1,0.00612363123058868
-0.4999999999999999,0.5000000000000003,0.0,0.1,0.024667556477502326
-0.2999999999999998,0.5000000000000003,0.0,0.1,0.06850365765012958
-0.09999999999999976,0.5000000000000003,0.0,0.1,0.14261244774449888
0.10000000000000042,0.5000000000000003,0.0,0.1,0.22823116509991948
0.3000000000000004,0.5000000000000003,0.0,0.1,0.280780084557761
0.5000000000000003,0.5000000000000003,0.0,0.1,0.25894867770049457
0.7000000000000005,0.5000000000000003,0.0,0.1,0.16463858404483298
0.9000000000000007,0.5000000000000003,0.0,0.1,0.04787252600238683
-0.9,0.7000000000000005,0.0,0.1,0.0005276068538559289
-0.7,0.7000000000000005,0.0,0.1,0.004647193262216977
-0.4999999999999999,0.7000000000000005,0.0,0.1,0.018720085834852834
-0.2999999999999998,0.7000000000000005,0.0,0.1,0.051987084832718945
-0.09999999999999976,0.7000000000000005,0.0,0.1,0.10822787677937856
0.10000000000000042,0.7000000000000005,0.0,0.1,0.17320349523697803
0.3000000000000004,0.7000000000000005,0.0,0.1,0.21308260866585574
0.5000000000000003,0.7000000000000005,0.0,0.1,0.1965148626616515
0.7000000000000005,0.7000000000000005,0.0,0.1,0.12494340198871505
0.9000000000000007,0.7000000000000005,0.0,0.1,0.036330221710985086
-0.9,0.9000000000000007,0.0,0.1,0.00018311711178945926
-0.7,0.9000000000000007,0.0,0.1,0.0016129066593531809
-0.4999999999999999,0.9000000000000007,0.0,0.1,0.006497201515629057
-0.2999999999999998,0.9000000000000007,0.0,0.1,0.018043216753815334
-0.09999999999999976,0.9000000000000007,0.0,0.1,0.0375627724812631
0.10000000000000042,0.9000000000000007,0.0,0.1,0.0601139343961128
0.3000000000000004,0.9000000000000007,0.0,0.1,0.07395482372203956
0.5000000000000003,0.9000000000000007,0.0,0.1,0.06820463724326481
0.7000000000000005,0.9000000000000007,0.0,0.1,0.04336424885710529
0.9000000000000007,0.9000000000000007,0.0,0.1,0.012609171434688968
-0.9,-0.9,0.0,0.2,8.84641317914975e-07
-0.7,-0.9,0.0,0.2,1.0419836133133149e-05
-0.4999999999999999,-0.9,0.0,0.2,5.612952349538632e-05
-0.2999999999999998,-0.9,0.0,0.2,0.0002084454161071177
-0.09999999999999976,-0.9,0.0,0.2,0.0005802957458542206
0.10000000000000042,-0.9,0.0,0.2,0.0012418818054408633
0.3000000000000004,-0.9,0.0,0.2,0.0020430781625984246
0.5000000000000003,-0.9,0.0,0.2,0.002519682057268467
0.7000000000000005,-0.9,0.0,0.2,0.0021422839414745242
0.9000000000000007,-0.9,0.0,0.2,0.0008330002236939381
-0.9,-0.7,0.0,0.2,6.234383472199484e-06
-0.7,-0.7,0.0,0.2,7.34323085027732e-05
-0.4999999999999999,-0.7,0.0,0.2,0.0003955648085789522
-0.2999999999999998,-0.7,0.0,0.2,0.0014689893301579426
-0.09999999999999976,-0.7,0.0,0.2,0.004089551475470354
0.10000000000000042,-0.7,0.0,0.2,0.008751984838910624
0.3000000000000004,-0.7,0.0,0.2,0.014398301855644875
0.5000000000000003,-0.7,0.0,0.2,0.017757099804083448
0.7000000000000005,-0.7,0.0,0.2,0.015097440428133836
0.9000000000000007,-0.7,0.0,0.2,0.00587045022854686
-0.9,-0.4999999999999999,0.0,0.2,2.00935467146534e-05
-0.7,-0.4999999999999999,0.0,0.2,0.0002366738471967546
-0.4999999999999999,-0.4999999999999999,0.0,0.2,0.0012749135492382462
-0.2999999999999998,-0.4999999999999999,0.0,0.2,0.0047345829560340455
-0.09999999999999976,-0.4999999999999999,0.0,0.2,0.013180708883368147
0.10000000000000042,-0.4999999999999999,0.0,0.2,0.02820782792569323
0.3000000000000004,-0.4999999999999999,0.0,0.2,0.04640602430668444
0.5000000000000003,-0.4999999999999999,0.0,0.2,0.0572314994772424
