tensor_points,tensor_mu_avg,tensor_sig_avg,tensor_mu_max,tensor_sig_max,smolyak_points,smolyak_mu_avg,smolyak_sig_avg,smolyak_mu_max,smolyak_sig_max
256,0.0010093907762772198,0.02015710366808305,0.0015190893091464274,0.0448858535287331,45,8.78753264452325e-05,0.002895998892651933,0.0001370073518921187,0.00648457928865897
625,0.00037045136926280663,0.002690385105628349,0.0002886818124026061,0.0041856373431334495,165,0.00091983354116064,0.021358020698059203,0.0013847717936010455,0.04752849042989228
1296,4.621902731709049e-05,0.003521798321825074,0.00010026335585091816,0.008071661595242285,494,0.00023246793457120784,0.036129560920628224,0.00010790556254447332,0.0641040764558957
2401,0.0008926053832452009,0.026442022079708284,0.0013475739679195734,0.0590207933706433,1278,4.5508673926158135e-06,0.025656617626955033,6.136680338592992e-05,0.038350235683776435
4096,0.0003071707584063857,0.004114505307318776,0.0001905718749026235,0.005449830166872272,2958,0.0008079663496053359,0.04884898792451422,0.0012228427339254276,0.09946714424698516
6561,0.00011069680179381794,0.00497502249969283,0.00020413821013301283,0.011138757458070112,6270,0.00018718899067895,0.1501622437519265,3.6752111169320524e-05,0.2495816000933627
10000,0.006483460527560908,0.889770348204679,0.009734887051672357,1.6083609502736027,12375,6.890888670564914e-05,0.2093749136797746,0.0001646668216154838,0.2971052425045737
