value,i_1,i_2
0.011919456518221,0,0
7.5288472923758e-05,1,1
0.010454016689166,2,2
0.97194146263108,3,3
3.9731438951493e-05,0,1
0.0055168088660335,0,2
1.4472067607125e-18,0,3
3.4847374600808e-05,1,2
9.2559636237618e-19,1,3
6.5039618320213e-19,2,3
