value,i_1,i_2
0.0042802948334519,0,0
1.5595044618081e-05,1,1
0.0023705432438713,2,2
0.99181433477314,3,3
9.877468259424e-06,0,1
0.0014997903861342,0,2
1.4586186336318e-17,0,3
5.9261320491725e-06,1,2
6.0688448275317e-18,1,3
1.4881239238702e-17,2,3
