mc_points,mc_mu,mc_sig,tensor_points,tensor_mu,tensor_sig,smolyak_points,smolyak_mu,smolyak_sig
10,0.0045628402907721445,361.43408061521893,256,2.975771636288569e-05,120.72582589195287,45,0.00014110906579028947,1054.2210275104999
32,0.0028261925266652743,212.34983025883716,625,8.191265522922126e-06,0.4462233636350723,165,3.967700033212669e-05,409.2223059010862
100,0.0019261854860248538,135.81167084120625,1296,2.2460234378829014e-06,0.000783168394305155,494,1.0974718988944138e-05,6.527402808060441
317,0.0009961285438856234,76.05248599905738,2401,6.149907966754241e-07,6.512794611504053e-05,1278,3.0144210717415157e-06,0.042760751838596636
1000,0.0006252415070419033,42.60735720209228,4096,1.72023789693184e-07,2.675202886062487e-05,2958,8.202639593904841e-07,0.0033376321503856576
3163,0.0003466357048420143,23.355304129712295,6561,4.226897963660839e-08,1.3538303548452338e-05,6270,2.3171285566887403e-07,0.0002117699401029411
10000,9.897024908903126e-05,12.864004955991188,10000,7.39991908891382e-09,1.0394173334036571e-05,12375,6.049328013928265e-08,2.3820995701733096e-05
