mc_points,mc_mu,mc_sig,tensor_points,tensor_mu,tensor_sig,smolyak_points,smolyak_mu,smolyak_sig
10,0.02427695428707194,127.83590523955107,256,0.0010093907762772198,6.2607791173275125,45,8.78753264452325e-05,118.90324419893268
32,0.00981550874813333,71.77579080776329,625,0.00037045136926280663,0.025960238716476874,165,0.00091983354116064,30.589492208962003
100,0.0050481654686283985,103.04227532470136,1296,4.621902731709049e-05,0.0046818304025071,494,0.00023246793457120784,0.822257784467654
317,0.002152363531741876,48.33877087271369,2401,0.0008926053832452009,0.03537169981455194,1278,4.5508673926158135e-06,0.4149206592345168
1000,0.002111034219049366,26.782988356868124,4096,0.0003071707584063857,0.0054200863972800484,2958,0.0008079663496053359,0.18711882499672514
3163,0.0011250759673043036,12.766009208218637,6561,0.00011069680179381794,0.005426277788750667,6270,0.00018718899067895,0.2949260733335059
10000,0.0002895736627981949,7.160939323368284,10000,0.006483460527560908,0.957380576687752,12375,6.890888670564914e-05,0.35115353832144564
