time,1,2,3,4,5,6,7,8
0,541.55,541.55,541.55,541.55,541.55,541.55,541.55,541.55
1,811.07121248138,819.51804560261,821.55313740116,820.98816845041,813.82200821374,794.0902236106,782.89284016384,786.97514695893
