time,1,2,3,4,5,6,7,8
0,596.75,596.75,596.75,596.75,596.75,596.75,596.75,596.75
1,647.79077773062,649.97258947733,654.79712520214,653.93922128474,651.66188896541,646.58531155797,642.64438906895,640.5449025101
