x,y,z
6.7791203042000383,0.019,-1.4418381122741968
6.6868503458885877,0.018999999999805783,-1.3852211825134599
6.5945803875771354,0.018999999999611578,-1.3286042527527235
6.502310429265683,0.018999999999417372,-1.2719873229919871
6.4100404709542307,0.018999999999223166,-1.2153703932312507
6.3177705126427783,0.01899999999902896,-1.1587534634705143
6.225500554331326,0.018999999998834755,-1.1021365337097779
6.1332305960198736,0.018999999998640549,-1.0455196039490415
6.0409606377084213,0.018999999998446343,-0.98890267418830513
5.9486906793969689,0.018999999998252137,-0.93228574442756862
5.9347744279187218,0.019,-0.92668771397973726
5.9164794989895553,0.46563703496334141,-0.92668771398000005
5.8617075065187612,0.92840326276610707,-0.92668771398000005
5.7707961380547346,1.3854455757285067,-0.92668771398000005
5.6443058924151552,1.8339461560091355,-0.92668771398000005
5.4902876092419701,2.2535861372703856,-0.92668771398000005
5.5031445491529727,2.2589116561539764,-0.93228574442800005
5.588390875101295,2.2942218405041244,-0.98890267418800004
5.6736372010496563,2.3295320248541804,-1.0455196039500001
5.7588835269980168,2.3648422092042365,-1.10213653371
5.8441298529463781,2.4001523935542926,-1.1587534634700001
5.9293761788947386,2.4354625779043486,-1.21537039323
6.0146225048523387,2.4707727622582314,-1.2719873229900001
6.0998688308007001,2.506082946608287,-1.3286042527499999
6.1851151567490605,2.5413931309583431,-1.38522118251
6.2703614826974219,2.5767033153083991,-1.4418381122699999
