x,y,z
6.5159448045747066,0.019,-1.9342358615683084
6.4345734790979643,0.019000000000336241,-1.8613149133051732
6.3532021536212246,0.019000000000672493,-1.788393965042038
6.271830828144485,0.019000000001008745,-1.7154730167789027
6.1904595026677454,0.019000000001344997,-1.6425520685157675
6.1090881771910057,0.019000000001681248,-1.5696311202526323
6.0277168517142661,0.0190000000020175,-1.4967101719894971
5.9463455262375264,0.019000000002353752,-1.4237892237263619
5.8649742007607868,0.019000000002690004,-1.3508682754632266
5.7836028752840472,0.019000000003026256,-1.2779473272000914
5.7704784641095399,0.019,-1.27068441929522
5.7526900048049763,0.45274652221107409,-1.2706844193
5.6994342986567839,0.90270171155922063,-1.2706844193
5.6110396848031465,1.3470914446768245,-1.2706844193
5.4880511454326637,1.7831759110846341,-1.2706844193
5.338497931003686,2.1907127939158686,-1.2706844193
5.3506233058610606,2.1957352886274011,-1.2779473271999999
5.4258006080052361,2.2268747467584498,-1.3508682754600001
5.5009779101494134,2.258014204889498,-1.4237892237300001
5.5761552122843128,2.2891536630168119,-1.49671017199
5.6513325144284892,2.3202931211478606,-1.56963112025
5.7265098165726265,2.3514325792790007,-1.6425520685199999
5.801687118707564,2.3825720374062223,-1.7154730167800001
5.8768644208517413,2.4137114955372705,-1.78839396504
5.9520417229958786,2.4448509536684111,-1.86131491331
6.0272190251308171,2.4759904117956326,-1.9342358615699999
