x,y,z
4.505012604469407,1.2899419463317736,-2.90376210933
4.967455487255043,1.4223554431765926,-2.54324038371
5.350266497520326,1.531967562611937,-2.13560875123
5.680996379961237,1.626667041996891,-1.68045386673
5.951174427180775,1.7040284229041784,-1.17118311007
6.135788638440462,1.7568898987536723,-0.605611143576
6.202734779857302,1.7760589097067085,-1.58653284887e-15
6.135788638440462,1.7568898987536723,0.605611143576
5.951174427180775,1.7040284229041784,1.17118311007
5.680996379961237,1.626667041996891,1.68045386673
5.350266497520326,1.531967562611937,2.13560875123
4.967455487255043,1.4223554431765926,2.54324038371
4.505012604469407,1.2899419463317736,2.90376210933
