x,y,z
4.628359497610191,0.733060128649742,3.30542047773
5.240498470928045,0.8300134173395265,2.89398309698
5.697679825317649,0.9024238302813373,2.44280191165
6.089226225191383,0.9644386876864258,1.93766214995
6.413629609588815,1.0158191361635984,1.36309346285
6.640218629315739,1.0517073112367326,0.710681338105
6.723811839643974,1.0649471750695014,1.1824082575e-15
6.640218629315739,1.0517073112367326,-0.710681338105
6.413629609588815,1.0158191361635984,-1.36309346285
6.089226225191383,0.9644386876864258,-1.93766214995
5.697679825317649,0.9024238302813373,-2.44280191165
5.240498470928045,0.8300134173395265,-2.89398309698
4.628359497610191,0.733060128649742,-3.30542047773
