gauss_process_avg,gauss_process_avg_std
300.54257097618,0.0036271066594367
300.54346919816,0.0033885376953816
300.54438467686,0.0031622595219626
300.54531685965,0.0029484242072284
300.5462651922,0.0027471949070917
300.54722911942,0.0025587453732775
300.54820808651,0.0023832572846365
300.54920153987,0.0022209143505049
300.55020892808,0.0020718919293568
300.55122970283,0.0019363408524447
300.55226331984,0.0018143644180853
300.55330923974,0.0017059883482388
300.55436692891,0.0016111250489081
300.55543586036,0.001529535742617
300.5565155145,0.0014607964668093
300.55760537992,0.0014042755733176
300.55870495412,0.0013591300265896
300.5598137442,0.0013243247903743
300.56093126754,0.0012986744626405
300.5620570524,0.0012809009131246
300.56319063852,0.0012696972040624
300.56433157761,0.0012637877767578
300.56547943389,0.0012619774034102
300.56663378449,0.0012631852423713
300.56779421988,0.0012664639068123
300.56896034418,0.0012710058296021
300.57013177549,0.0012761402289155
300.57130814613,0.0012813239826761
300.57248910282,0.0012861291680842
300.57367430686,0.0012902292905887
300.57486343418,0.0012933855389295
300.57605617547,0.0012954338552206
300.57725223606,0.0012962732177493
300.57845133597,0.0012958552777043
300.57965320976,0.0012941753363306
300.58085760637,0.0012912645646602
300.58206428892,0.0012871833289814
300.5832730345,0.0012820154736867
300.5844836338,0.0012758634170496
300.58569589084,0.0012688439272634
300.58690962254,0.0012610844611604
300.58812465829,0.0012527199639448
300.58934083951,0.0012438900436641
300.5905580191,0.0012347364485458
300.59177606091,0.0012254007885991
300.59299483916,0.0012160224551221
300.59421423781,0.0012067367031266
300.5954341499,0.0011976728723229
300.5966544769,0.0011889527322654
300.59787512796,0.0011806889464904
300.59909601922,0.0011729836587757
300.60031707301,0.0011659272118074
300.60153821711,0.0011595970141569
300.60275938393,0.0011540565751983
300.60398050974,0.0011493547292325
300.60520153381,0.0011455250693327
300.60642239759,0.0011425856085028
300.60764304389,0.00114053868082
300.60886341604,0.0011393710888701
300.61008345704,0.0011390544967274
300.61130310871,0.0011395460607421
300.6125223109,0.0011407892843467
300.61374100063,0.0011427150786828
300.61495911127,0.0011452430086046
300.61617657178,0.0011482827038559
300.61739330589,0.0011517354179585
300.61860923131,0.0011554957224478
300.61982425906,0.0011594533311917
300.62103829268,0.001163495058263
300.62225122756,0.0011675069227549
300.62346295025,0.0011713764246719
300.62467333786,0.0011749950273259
300.62588225743,0.0011782608932194
300.62708956536,0.0011810819320389
300.62829510688,0.0011833792307843
300.62949871555,0.0011850909467211
300.63070021282,0.0011861767528026
300.63189940759,0.0011866229308673
300.63309609587,0.0011864482074186
300.63429006044,0.0011857104158387
300.63548107057,0.0011845140407023
300.63666888179,0.0011830186450714
300.63785323571,0.0011814480875028
300.63903385987,0.001180100286891
300.64021046765,0.0011793570748401
300.64138275828,0.0011796933776583
300.64255041679,0.0011816846008186
300.64371311409,0.0011860106891806
300.64487050712,0.0011934550012216
300.64602223896,0.0012048960252332
300.64716793906,0.0012212902893386
300.64830722353,0.0012436457655237
300.6494396954,0.0012729866835765
300.65056494501,0.0013103127064313
300.65168255041,0.0013565572873501
300.65279207778,0.0014125509698088
300.65389308198,0.0014789948407277
300.65498510703,0.0015564473229291
300.65606768673,0.0016453246685621
300.65714034525,0.0017459128945617
