GP_avg,GP_avg_std
302.62321274565,0.030539792326755
302.62647908076,0.030171084935878
302.62975959726,0.029831000421292
302.63305423656,0.029519351517891
302.63636293814,0.029235878809393
302.63968563961,0.028980249453496
302.64302227665,0.028752056874269
302.64637278304,0.028550821465629
302.64973709066,0.028375992318575
302.65311512949,0.028226949952903
302.46473953115,0.027322810738888
302.4679255068,0.026917000912213
302.47112770782,0.026538902143332
302.47434607891,0.026188450927274
302.4775805628,0.025865512907966
302.48083110021,0.025569879532975
302.48409762988,0.02530126563678
302.4873800886,0.02505930807069
302.49067841113,0.02484356546634
302.49399253027,0.024653519185145
302.31384924883,0.025425393168545
302.31694695472,0.025005520806813
302.3200627322,0.024612011291138
302.32319652941,0.024244845657244
302.32634829244,0.023903939479195
302.32951796534,0.023589138761414
302.33270549009,0.023300216623936
302.33591080664,0.023036870925218
302.33913385286,0.022798722944178
302.34237456459,0.022585317212454
302.17121047637,0.024347663273054
302.17421280802,0.023932797021057
302.17723485099,0.023543008318123
302.18027655698,0.023178259178543
302.18333787557,0.022838450380216
302.18641875427,0.022523417634503
302.18951913845,0.022232928476653
302.19263897137,0.021966680011764
302.1957781942,0.021724297630339
302.19893674601,0.021505334781078
302.03732539595,0.023690565410124
302.04022614059,0.023292277699942
302.04314802398,0.022918053755477
302.04609100144,0.022567806676911
302.04905502616,0.022241390384481
302.05204004918,0.021938596495411
302.05504601939,0.021659151919981
302.0580728835,0.021402717287793
302.0611205861,0.021168886294593
302.06418906962,0.020957186033213
301.9125300727,0.023203638906949
301.91532398534,0.022827000555337
301.91814024889,0.022473692806331
301.92097882237,0.022143572333923
301.92383966262,0.021836437251096
301.92672272428,0.021552024780154
301.92962795982,0.021290009672789
301.93255531952,0.02105000346573
301.93550475147,0.020831554634642
301.93847620159,0.020634149681291
301.79699830423,0.022767371433572
301.79968117221,0.022413353970365
301.80238738791,0.022082155698678
301.80511691404,0.021773578693747
301.8078697111,0.021487366328174
301.81064573736,0.021223201702324
301.81344494893,0.020980706863993
301.81626729968,0.020759442879246
301.81911274129,0.020558910789943
301.82198122322,0.020378553466057
301.69074884405,0.022351228100692
301.6933175387,0.022018632137682
301.69591036511,0.021708493785097
301.69852728963,0.021420564769253
301.70116827639,0.021154537656196
301.70383328733,0.020910044986877
301.70652228215,0.020686659239507
301.70923521835,0.020483893657883
301.7119720512,0.020301203956915
301.71473273377,0.020137990887273
301.5936557126,0.021973300634535
301.5961082266,0.021659878377109
301.59858544875,0.021368632030012
301.60108734898,0.021099267308773
301.603613895,0.020851430371803
301.60616505232,0.020624707609906
301.60874078423,0.020418626291487
301.61134105181,0.020232656080601
301.61396581393,0.02006621141591
301.61661502723,0.019918654709922
301.50546123053,0.021669363810935
301.50779669995,0.021372358743053
301.51015725372,0.021097266873385
301.51254286524,0.020843752284331
301.51495350571,0.020611419525577
301.51738914411,0.020399814005738
301.51984974724,0.020208423251666
301.5223352797,0.020036679031976
301.52484570388,0.019883960312697
301.52738097998,0.019749596984722
