x,y,z
4.788758934737773,0.019,-3.5799816680230272
4.7826419119509067,0.018999999999984665,-3.4590521362783679
4.7765248891640404,0.018999999999969343,-3.3381226045337087
4.7704078663771741,0.018999999999954022,-3.2171930727890494
4.7642908435903077,0.018999999999938701,-3.0962635410443902
4.7581738208034414,0.01899999999992338,-2.9753340092997309
4.7520567980165751,0.018999999999908059,-2.8544044775550717
4.7459397752297088,0.018999999999892738,-2.7334749458104124
4.7398227524428425,0.018999999999877417,-2.6125454140657531
4.7337057296559761,0.018999999999862096,-2.4916158823210939
4.7247000048764889,0.019,-2.479620178039692
4.7101353315538654,0.37069568996822932,-2.4796201780399998
4.6665311076297646,0.73910591773897871,-2.4796201780399998
4.594156167648066,1.1029593117492091,-2.4796201780399998
4.493456727180865,1.4600125948313161,-2.4796201780399998
4.3723246169798351,1.7905107036444134,-2.4796201780399998
4.3806448217794687,1.7939570453142502,-2.4916158823200001
4.3862962139258173,1.7962979285875553,-2.61254541407
4.3919476060814029,1.798638811864687,-2.7334749458099998
4.3975989982369894,1.8009796951418187,-2.8544044775600002
4.4032503903833371,1.8033205784151236,-2.9753340093
4.4089017825389245,1.8056614616922557,-3.0962635410399999
4.4145531746945483,1.808002344969295,-3.2171930727900002
4.420204566840896,1.8103432282425997,-3.3381226045300001
4.4258559589964825,1.8126841115197314,-3.45905213628
4.4315073511520691,1.8150249947968631,-3.5799816680199998
