x,y,z
4.482332741161489,1.3666682073005725,2.70840373036
4.89036784958421,1.4910785628778944,2.36800618008
5.240264987746731,1.5977625870604146,1.9814502676
5.542928729049528,1.6900450963312443,1.55180339977
5.787998348525724,1.7647670941958153,1.07579701249
5.953349287490838,1.8151827782559773,0.553720624906
6.01272459586639,1.8332863754098354,-4.91709518211e-16
5.953349287490838,1.8151827782559773,-0.553720624906
5.787998348525724,1.7647670941958153,-1.07579701249
5.542928729049528,1.6900450963312443,-1.55180339977
5.240264987746731,1.5977625870604146,-1.9814502676
4.89036784958421,1.4910785628778944,-2.36800618008
4.482332741161489,1.3666682073005725,-2.70840373036
