x,y,z
6.8494701311314836,0.019,1.275967577035622
6.7541098400291757,0.018999999999659799,1.2252727622315618
6.6587495489268695,0.018999999999319613,1.1745779474275013
6.5633892578245634,0.018999999998979427,1.1238831326234409
6.4680289667222572,0.018999999998639241,1.0731883178193804
6.3726686756199511,0.018999999998299055,1.0224935030153199
6.2773083845176449,0.018999999997958868,0.97179868821125959
6.1819480934153388,0.018999999997618682,0.92110387340719913
6.0865878023130326,0.018999999997278496,0.87040905860313866
5.9912275112107265,0.01899999999693831,0.8197142437990782
5.9770850745103159,0.019,0.81471509544767107
5.9586597159765828,0.46895669003445323,0.81471509544800003
5.903497238838745,0.93502210613091996,0.81471509544800003
5.8119377381114274,1.3953228000166877,0.81471509544800003
5.6845457085632365,1.8470208648484379,0.81471509544800003
5.529377549633792,2.2697777207330265,0.81471509544800003
5.5424434574395729,2.2751897969542503,0.81971424379900004
5.6305448786013415,2.3116826004633491,0.870409058603
5.718646299772308,2.3481754039763665,0.92110387340699995
5.8067477209340757,2.3846682074854648,0.97179868821100002
5.8948491420958051,2.4211610109946555,1.02249350302
5.9829505632575337,2.4576538145038467,1.0731883178199999
6.0710519844193005,2.4941466180129446,1.1238831326200001
6.1591534055902688,2.5306394215259624,1.17457794743
6.2472548267520356,2.5671322250350603,1.2252727622299999
6.3353562479137651,2.603625028544251,1.2759675770400001
