x,y,z
4.556576575107955,1.0939372498054427,3.16621054865
5.108496596414814,1.2264415236322648,2.77387353757
5.537125898855382,1.329346314667572,2.33786425204
5.905600413053742,1.4178092187889628,1.84971794272
6.209559211557999,1.4907832699453478,1.29734624696
6.420386980902084,1.5413985391891047,0.674613834316
6.497740446817424,1.5599694632966057,-1.70494634666e-15
6.420386980902084,1.5413985391891047,-0.674613834316
6.209559211557999,1.4907832699453478,-1.29734624696
5.905600413053742,1.4178092187889628,-1.84971794272
5.537125898855382,1.329346314667572,-2.33786425204
5.108496596414814,1.2264415236322648,-2.77387353757
4.556576575107955,1.0939372498054427,-3.16621054865
