x,y,z
4.682334341184105,0.18663844379562008,-2.90376210933
5.16297943166735,0.2057970183802603,-2.54324038371
5.560858260634495,0.2216565192289059,-2.13560875123
5.904605997249597,0.23535834783516574,-1.68045386673
6.1854185187229085,0.24655157074219317,-1.17118311007
6.37729932731249,0.2541999642356719,-0.605611143576
6.446880534844484,0.2569734800388829,-1.58653284887e-15
6.37729932731249,0.2541999642356719,0.605611143576
6.1854185187229085,0.24655157074219317,1.17118311007
5.904605997249597,0.23535834783516574,1.68045386673
5.560858260634495,0.2216565192289059,2.13560875123
5.16297943166735,0.2057970183802603,2.54324038371
4.682334341184105,0.18663844379562008,2.90376210933
