x,y,z
4.671607044723947,0.3676634480336863,2.68476474698
5.090827213025555,0.4006567908143266,2.34662969115
5.451572098547856,0.42904802903318323,1.96262659819
5.763608177487971,0.4536058010366317,1.53612508085
6.015970405170409,0.4734671390933025,1.06420920451
6.185965885803109,0.4868460735715674,0.547437596584
6.246933242505213,0.49164430860460834,4.93664214922e-16
6.185965885803109,0.4868460735715674,-0.547437596584
6.015970405170409,0.4734671390933025,-1.06420920451
5.763608177487971,0.4536058010366317,-1.53612508085
5.451572098547856,0.42904802903318323,-1.96262659819
5.090827213025555,0.4006567908143266,-2.34662969115
4.671607044723947,0.3676634480336863,-2.68476474698
