T,id,x,y,z
300,0,0,0.5,0
300.00000880266,0.10526315789474,0.10526315789474,0.5,0
300.00002203795,0.21052631578947,0.21052631578947,0.5,0
300.00007516681,0.31578947368421,0.31578947368421,0.5,0
300.00018676372,0.42105263157895,0.42105263157895,0.5,0
300.00053223277,0.52631578947368,0.52631578947368,0.5,0
300.00140841817,0.63157894736842,0.63157894736842,0.5,0
300.00352294172,0.73684210526316,0.73684210526316,0.5,0
300.0095726616,0.84210526315789,0.84210526315789,0.5,0
300.02152517599,0.94736842105263,0.94736842105263,0.5,0
300.05801473129,1.0526315789474,1.0526315789474,0.5,0
300.11904132751,1.1578947368421,1.1578947368421,0.5,0
300.30758624118,1.2631578947368,1.2631578947368,0.5,0
300.58114336649,1.3684210526316,1.3684210526316,0.5,0
301.39338527537,1.4736842105263,1.4736842105263,0.5,0
302.43649209151,1.5789473684211,1.5789473684211,0.5,0
305.27901036036,1.6842105263158,1.6842105263158,0.5,0
308.57138149238,1.7894736842105,1.7894736842105,0.5,0
316.52664137136,1.8947368421053,1.8947368421053,0.5,0
325,2,2,0.5,0
