id,tangential_lm,x,y,z
17144,0,-1,2,0
17123,0,-0.99939082701285,1.9651005032986,0
17102,0,-0.99756405025368,1.930243526258,0
17081,0,-0.9945218953623,1.8954715367356,0
17060,0,-0.99026806873583,1.8608268990442,0
17039,0,-0.98480775300678,1.8263518223384,0
17018,0,-0.97814760072874,1.7920883091886,0
16997,0,-0.97029572627137,1.7580781044077,0
16976,0,-0.96126169593419,1.7243626441914,0
16955,0,-0.95105651629159,1.6909830056344,0
16934,0,-0.93969262078297,1.6579798566846,0
16913,0,-0.92718385456454,1.6253934065953,0
16892,0,-0.9135454576411,1.5932633569363,0
16871,0,-0.89879404629846,1.5616288532238,0
16850,0,-0.88294759285908,1.5305284372278,0
16829,0,-0.8660254037855,1.5000000000144,0
16808,0,-0.84804809615845,1.4700807357819,0
16787,0,-0.82903757255808,1.440807096545,0
16766,0,-0.80901699437904,1.4122147477238,0
16745,0,-0.78801075361192,1.3843385246912,0
16724,0,-0.76604444312532,1.3572123903308,0
16703,0,-0.74314482548491,1.3308693936589,0
16682,0,-0.71933980034739,1.3053416295591,0
16661,0,-0.69465837046898,1.2806601996797,0
16640,0,-0.66913060637012,1.2568551745412,0
16619,0,-0.64278760969911,1.2339555568998,0
16598,0,-0.61566147533956,1.2119892464121,0
16577,0,-0.58778525230772,1.1909830056439,0
16556,0,-0.55919290348736,1.1709624274637,0
16535,0,-0.5299192642512,1.1519519038622,0
16514,0,-0.50000000001939,1.133974596234,0
16493,0,-0.46947156280668,1.1170524071592,0
16472,0,-0.43837114681127,1.1012059537186,0
16451,0,-0.40673664309939,1.0864545423748,0
16430,0,-0.3746065934409,1.0728161454501,0
16409,0,-0.34202014335204,1.0603073792304,0
16388,0,-0.3090169944027,1.0489434837205,0
16367,0,-0.27563735584611,1.0387383040766,0
16346,0,-0.24192189563012,1.0297042737381,0
16306,0,-0.20791169084953,1.0218523992794,0
16303,0,-0.1736481777,1.015192247,0
22163,0,-0.1729319594393,1.0150662268942,0
22142,0,-0.17221564972251,1.0149407276764,0
22121,0,-0.17149924892952,1.0148157494069,0
22100,0,-0.17078275743921,1.0146912921518,0
22079,0,-0.17006617563051,1.0145673559769,0
22058,0,-0.16934950388236,1.0144439409476,0
22037,0,-0.16863274257378,1.0143210471294,0
22016,0,-0.16791589208383,1.0141986745872,0
21995,0,-0.16719895279162,1.0140768233856,0
21974,0,-0.1664819250763,1.0139554935892,0
21953,0,-0.16576480931707,1.0138346852621,0
21932,0,-0.16504760589318,1.0137143984682,0
21911,0,-0.16433031518391,1.0135946332711,0
21890,0,-0.16361293756862,1.0134753897342,0
21869,0,-0.16289547342667,1.0133566679204,0
21848,0,-0.16217792313751,1.0132384678927,0
21827,0,-0.16146028708061,1.0131207897134,0
21806,0,-0.16074256563549,1.0130036334449,0
21785,0,-0.16002475918172,1.0128869991491,0
21764,0,-0.15930686809891,1.0127708868877,0
21743,0,-0.15858889276672,1.012655296722,0
21722,0,-0.15787083356484,1.0125402287133,0
21701,0,-0.15715269087303,1.0124256829224,0
21680,0,-0.15643446507106,1.0123116594097,0
21659,0,-0.15571615653879,1.0121981582358,0
21638,0,-0.15499776565607,1.0120851794605,0
21617,0,-0.15427929280285,1.0119727231436,0
21596,0,-0.15356073835906,1.0118607893446,0
21575,0,-0.15284210270474,1.0117493781227,0
21554,0,-0.15212338621991,1.0116384895369,0
21533,0,-0.15140458928469,1.0115281236456,0
21512,0,-0.1506857122792,1.0114182805074,0
21491,0,-0.14996675558362,1.0113089601803,0
21470,0,-0.14924771957818,1.0112001627221,0
21449,0,-0.14852860464313,1.0110918881904,0
21428,0,-0.14780941115877,1.0109841366424,0
21407,0,-0.14709013950546,1.0108769081352,0
21386,0,-0.14637079006358,1.0107702027253,0
21365,0,-0.14565136321355,1.0106640204693,0
21344,0,-0.14493185933585,1.0105583614232,0
21323,0,-0.14421227881098,1.0104532256431,0
21302,0,-0.1434926220195,1.0103486131844,0
21281,0,-0.14277288934199,1.0102445241026,0
21260,0,-0.14205308115909,1.0101409584526,0
21239,0,-0.14133319785147,1.0100379162892,0
21218,0,-0.14061323979983,1.0099353976669,0
21197,0,-0.13989320738492,1.00983340264,0
21176,0,-0.13917310098755,1.0097319312623,0
21155,0,-0.13845292098852,1.0096309835876,0
21134,0,-0.13773266776871,1.0095305596691,0
21113,0,-0.13701234170903,1.0094306595602,0
21092,0,-0.13629194319041,1.0093312833134,0
21071,0,-0.13557147259385,1.0092324309815,0
21050,0,-0.13485093030036,1.0091341026167,0
21029,0,-0.134130316691,1.009036298271,0
21008,0,-0.13340963214687,1.0089390179961,0
20987,0,-0.1326888770491,1.0088422618435,0
20966,0,-0.13196805177886,1.0087460298643,0
20945,0,-0.13124715671736,1.0086503221095,0
20924,0,-0.13052619224584,1.0085551386296,0
20903,0,-0.1298051587456,1.008460479475,0
20882,0,-0.12908405659794,1.0083663446957,0
20861,0,-0.12836288618421,1.0082727343415,0
20840,0,-0.12764164788582,1.008179648462,0
20819,0,-0.12692034208419,1.0080870871063,0
20798,0,-0.12619896916078,1.0079950503235,0
20777,0,-0.12547752949708,1.0079035381621,0
20756,0,-0.12475602347464,1.0078125506706,0
20735,0,-0.12403445147501,1.0077220878971,0
20714,0,-0.1233128138798,1.0076321498894,0
20693,0,-0.12259111107066,1.0075427366952,0
20672,0,-0.12186934342925,1.0074538483616,0
20651,0,-0.12114751133727,1.0073654849358,0
20630,0,-0.12042561517648,1.0072776464643,0
20609,0,-0.11970365532864,1.0071903329938,0
20588,0,-0.11898163217556,1.0071035445703,0
20567,0,-0.11825954609909,1.0070172812398,0
20546,0,-0.11753739748109,1.0069315430478,0
20525,0,-0.11681518670348,1.0068463300398,0
20504,0,-0.1160929141482,1.0067616422607,0
20483,0,-0.11537058019722,1.0066774797555,0
20462,0,-0.11464818523255,1.0065938425685,0
20441,0,-0.11392572963622,1.006510730744,0
20420,0,-0.11320321379031,1.006428144326,0
20399,0,-0.11248063807692,1.0063460833581,0
20378,0,-0.11175800287818,1.0062645478838,0
20357,0,-0.11103530857625,1.0061835379461,0
20336,0,-0.11031255555335,1.0061030535879,0
20315,0,-0.10958974419168,1.0060230948518,0
20294,0,-0.10886687487352,1.00594366178,0
20273,0,-0.10814394798114,1.0058647544146,0
20252,0,-0.10742096389687,1.0057863727973,0
20231,0,-0.10669792300307,1.0057085169696,0
20210,0,-0.1059748256821,1.0056311869725,0
20189,0,-0.10525167231638,1.0055543828471,0
20168,0,-0.10452846328835,1.0054781046339,0
20147,0,-0.10380519898048,1.0054023523733,0
20126,0,-0.10308187977526,1.0053271261053,0
20105,0,-0.10235850605523,1.0052524258697,0
20084,0,-0.10163507820293,1.005178251706,0
20063,0,-0.10091159660096,1.0051046036535,0
20042,0,-0.10018806163192,1.0050314817511,0
20021,0,-0.099464473678461,1.0049588860374,0
20000,0,-0.098740833123248,1.0048868165509,0
19979,0,-0.098017140348978,1.0048152733297,0
19958,0,-0.097293395738377,1.0047442564116,0
19937,0,-0.096569599674196,1.0046737658342,0
19916,0,-0.095845752539214,1.0046038016346,0
19895,0,-0.095121854716239,1.0045343638501,0
19874,0,-0.094397906588102,1.0044654525172,0
19853,0,-0.093673908537665,1.0043970676724,0
19832,0,-0.092949860947812,1.0043292093519,0
19811,0,-0.092225764201457,1.0042618775916,0
19790,0,-0.091501618681537,1.004195072427,0
19769,0,-0.090777424771017,1.0041287938935,0
19748,0,-0.090053182852886,1.0040630420262,0
19727,0,-0.08932889331016,1.0039978168598,0
19706,0,-0.088604556525878,1.0039331184289,0
19685,0,-0.087880172883107,1.0038689467675,0
19664,0,-0.087155742764936,1.0038053019098,0
19643,0,-0.086431266554479,1.0037421838892,0
19622,0,-0.085706744634876,1.0036795927393,0
19601,0,-0.08498217738929,1.0036175284931,0
19580,0,-0.084257565200909,1.0035559911834,0
19559,0,-0.083532908452942,1.0034949808428,0
19538,0,-0.082808207528624,1.0034344975036,0
19517,0,-0.082083462811214,1.0033745411977,0
19496,0,-0.081358674683992,1.0033151119568,0
19475,0,-0.080633843530262,1.0032562098124,0
19454,0,-0.079908969733351,1.0031978347956,0
19433,0,-0.079184053676609,1.0031399869373,0
19412,0,-0.078459095743406,1.0030826662681,0
19391,0,-0.077734096317137,1.0030258728183,0
19370,0,-0.077009055781217,1.0029696066179,0
19349,0,-0.076283974519084,1.0029138676967,0
19328,0,-0.075558852914196,1.0028586560842,0
19307,0,-0.074833691350035,1.0028039718095,0
19286,0,-0.074108490210101,1.0027498149016,0
19265,0,-0.073383249877917,1.0026961853891,0
19244,0,-0.072657970737025,1.0026430833005,0
19223,0,-0.071932653170991,1.0025905086637,0
19202,0,-0.071207297563397,1.0025384615066,0
19181,0,-0.070481904297847,1.0024869418566,0
19160,0,-0.069756473757966,1.0024359497411,0
19139,0,-0.069031006327398,1.0023854851871,0
19118,0,-0.068305502389805,1.0023355482211,0
19097,0,-0.06757996232887,1.0022861388697,0
19076,0,-0.066854386528294,1.0022372571588,0
19055,0,-0.066128775371799,1.0021889031145,0
19034,0,-0.065403129243123,1.0021410767622,0
19013,0,-0.064677448526024,1.0020937781273,0
18992,0,-0.063951733604278,1.0020470072348,0
18971,0,-0.06322598486168,1.0020007641094,0
18950,0,-0.06250020268204,1.0019550487755,0
18929,0,-0.061774387449189,1.0019098612574,0
18908,0,-0.061048539546975,1.0018652015789,0
18887,0,-0.06032265935926,1.0018210697636,0
18866,0,-0.059596747269928,1.001777465835,0
18845,0,-0.058870803662876,1.001734389816,0
18824,-2.5314329545024e-85,-0.058144828922019,1.0016918417294,0
18803,-1.6286426580791e-69,-0.057418823431288,1.0016498215978,0
18782,4.5842215425281e-55,-0.056692787574633,1.0016083294433,0
18761,9.3142386429837,-0.055966721736015,1.0015673652879,0
18740,42.322355551314,-0.055240626299416,1.0015269291533,0
18719,47.552568727832,-0.05451450164883,1.0014870210608,0
18698,52.455513006025,-0.053788348168268,1.0014476410316,0
18677,57.083176405797,-0.053062166241756,1.0014087890865,0
18656,61.477559537617,-0.052335956253336,1.001370465246,0
18635,65.672962002447,-0.051609718587062,1.0013326695304,0
18614,69.697667550996,-0.050883453627007,1.0012954019596,0
18593,73.575241374708,-0.050157161757253,1.0012586625535,0
18572,77.325528996844,-0.049430843361902,1.0012224513314,0
18551,80.965423013653,-0.048704498825066,1.0011867683124,0
18530,84.509447430543,-0.047978128530872,1.0011516135155,0
18509,87.970195495138,-0.047251732863461,1.0011169869592,0
18488,91.358647209561,-0.046525312206987,1.0010828886619,0
18467,94.684383068791,-0.045798866945617,1.0010493186416,0
18446,97.955704562704,-0.045072397463531,1.0010162769159,0
18425,101.17966444009,-0.044345904144924,1.0009837635025,0
18404,104.36200449424,-0.043619387374,1.0009517784185,0
18383,107.50699172305,-0.042892847534977,1.0009203216808,0
18362,110.61713754217,-0.042166285012087,1.0008893933061,0
18341,113.69277649574,-0.04143970018957,1.0008589933107,0
18320,116.73147230545,-0.040713093451683,1.0008291217106,0
18299,119.72720730975,-0.039986465182689,1.0007997785217,0
18278,122.66929782505,-0.039259815766867,1.0007709637596,0
18257,125.54095985881,-0.038533145588505,1.0007426774394,0
18236,128.31742707254,-0.037806455031901,1.000714919576,0
18215,130.96349340867,-0.037079744481366,1.0006876901843,0
18194,90.534012918694,-0.036353014321221,1.0006609892785,0
18173,70.833008223978,-0.035626264935797,1.0006348168729,0
18152,69.051354088018,-0.034899496709434,1.0006091729811,0
18131,67.232151301161,-0.034172710026484,1.0005840576169,0
18110,65.398981870017,-0.033445905271308,1.0005594707935,0
18089,63.568236781113,-0.032719082828276,1.0005354125238,0
18068,61.751078710027,-0.031992243081769,1.0005118828207,0
18047,59.954883036072,-0.031265386416174,1.0004888816965,0
18026,58.18429485254,-0.03053851321589,1.0004664091635,0
18005,56.442003801726,-0.029811623865324,1.0004444652334,0
17984,54.729311399883,-0.02908471874889,1.000423049918,0
17963,53.046545483316,-0.028357798251013,1.0004021632285,0
17942,51.393362364229,-0.027630862756123,1.0003818051759,0
17921,49.768966311295,-0.026903912648662,1.0003619757711,0
17900,48.17226827219,-0.026176948313074,1.0003426750246,0
17879,46.601999971107,-0.025449970133817,1.0003239029465,0
17858,45.056795246785,-0.024722978495352,1.0003056595467,0
17837,43.535247418537,-0.023995973782147,1.000287944835,0
17816,42.03594911356,-0.02326895637868,1.0002707588206,0
17795,40.557519335149,-0.022541926669433,1.0002541015128,0
17774,39.098621259028,-0.021814885038896,1.0002379729202,0
17753,37.65797335596,-0.021087831871564,1.0002223730514,0
17732,36.234355724329,-0.02036076755194,1.0002073019147,0
17711,34.826613028144,-0.01963369246453,1.000192759518,0
17690,33.433655070084,-0.018906606993848,1.0001787458691,0
17669,32.054455726017,-0.018179511524414,1.0001652609752,0
17648,30.688050795547,-0.017452406440752,1.0001523048437,0
17627,29.333535171836,-0.01672529212739,1.0001398774812,0
17606,27.990059559015,-0.015998168968863,1.0001279788945,0
17585,26.65682701119,-0.015271037349709,1.0001166090897,0
17564,25.333089390747,-0.014543897654473,1.0001057680729,0
17543,24.018143817182,-0.013816750267701,1.0000954558499,0
17522,22.711329238745,-0.013089595573946,1.000085672426,0
17501,21.412023105584,-0.012362433957762,1.0000764178065,0
17480,20.119638205892,-0.011635265803709,1.0000676919963,0
17459,18.83361965865,-0.01090809149635,1.0000594949999,0
17438,17.553442076669,-0.010180911420251,1.0000518268217,0
17417,16.278606896059,-0.0094537259599793,1.0000446874657,0
17396,15.008639863076,-0.0087265355001082,1.0000380769358,0
17375,13.743088674977,-0.0079993404252118,1.0000319952355,0
17354,12.481520760855,-0.0072721411198669,1.0000264423678,0
17333,11.223521193736,-0.0065449379686526,1.0000214183359,0
17312,9.968690719745,-0.0058177313561501,1.0000169231423,0
17291,8.7166438973478,-0.0050905216669422,1.0000129567894,0
17270,7.467007327887,-0.0043633092856137,1.0000095192793,0
17249,6.2194179732,-0.0036360945967506,1.0000066106138,0
17228,4.9735215435088,-0.0029088779849401,1.0000042307945,0
17207,3.7289709472858,-0.0021816598347704,1.0000023798226,0
17186,2.4854247919875,-0.0014544405308306,1.0000010576992,0
17165,1.2425459240811,-0.00072722045771044,1.0000002644248,0
1703,2.371812719026e-12,0,1,0
1704,-1.2425459240829,0.00072722045771044,1.0000002644248,0
1725,-2.4854247919699,0.0014544405308306,1.0000010576992,0
1746,-3.7289709473034,0.0021816598347704,1.0000023798226,0
1767,-4.9735215434955,0.0029088779849401,1.0000042307945,0
1788,-6.219417973189,0.0036360945967506,1.0000066106138,0
1809,-7.4670073279199,0.0043633092856137,1.0000095192793,0
1830,-8.7166438973522,0.0050905216669422,1.0000129567894,0
1851,-9.9686907197571,0.0058177313561501,1.0000169231423,0
1872,-11.223521193717,0.0065449379686526,1.0000214183359,0
1893,-12.481520760863,0.0072721411198669,1.0000264423678,0
1914,-13.743088675004,0.0079993404252118,1.0000319952355,0
1935,-15.008639863081,0.0087265355001082,1.0000380769358,0
1956,-16.278606896016,0.0094537259599793,1.0000446874657,0
1977,-17.553442076689,0.010180911420251,1.0000518268217,0
1998,-18.833619658647,0.01090809149635,1.0000594949999,0
2019,-20.119638205957,0.011635265803709,1.0000676919963,0
2040,-21.412023105569,0.012362433957762,1.0000764178065,0
2061,-22.711329238661,0.013089595573946,1.000085672426,0
2082,-24.018143817302,0.013816750267701,1.0000954558499,0
2103,-25.333089390557,0.014543897654473,1.0001057680729,0
2124,-26.656827012191,0.015271037349709,1.0001166090897,0
2145,-27.99005955718,0.015998168968863,1.0001279788945,0
2166,-29.333535171855,0.01672529212739,1.0001398774812,0
2187,-30.688050797397,0.017452406440752,1.0001523048437,0
2208,-32.05445572507,0.018179511524414,1.0001652609752,0
2229,-33.433655070062,0.018906606993848,1.0001787458691,0
2250,-34.826613028262,0.01963369246453,1.000192759518,0
2271,-36.234355724127,0.02036076755194,1.0002073019147,0
2292,-37.657973356132,0.021087831871564,1.0002223730514,0
2313,-39.098621259135,0.021814885038896,1.0002379729202,0
2334,-40.557519334965,0.022541926669433,1.0002541015128,0
2355,-42.035949113656,0.02326895637868,1.0002707588206,0
2376,-43.535247418548,0.023995973782147,1.000287944835,0
2397,-45.056795246744,0.024722978495352,1.0003056595467,0
2418,-46.601999971164,0.025449970133817,1.0003239029465,0
2439,-48.172268272267,0.026176948313074,1.0003426750246,0
2460,-49.768966311082,0.026903912648662,1.0003619757711,0
2481,-51.39336236451,0.027630862756123,1.0003818051759,0
2502,-53.046545483082,0.028357798251013,1.0004021632285,0
2523,-54.729311400042,0.02908471874889,1.000423049918,0
2544,-56.442003801599,0.029811623865324,1.0004444652334,0
2565,-58.184294849617,0.03053851321589,1.0004664091635,0
2586,-59.954883042068,0.031265386416174,1.0004888816965,0
2607,-61.751078710496,0.031992243081769,1.0005118828207,0
