time,J_out,P_in,P_out,TK_out,kg_out,kg_per_s
0,0,0,0,0,0,0
0.5,0,11.048451781689,9.6648235076366,473.0000010445,0,0
1,0,11.254808510971,9.6648235492065,473.00000208733,0,0
1.75,0,11.250333216406,9.6648236114119,473.0000036478,0,0
2.875,0,11.269200701806,9.6648237043851,473.00000598011,0,0
4.5625,0,11.295320447479,9.6648238430981,473.0000094598,0,0
7.09375,0,11.322978179806,9.6648240495068,473.00001463759,0,0
10,0,11.346243192306,9.6648242843356,473.00002052819,0,0
12.53125,0,11.362486408315,9.6648244872456,473.00002561804,0,0
16.328125,0,11.38034338974,9.664824788034,473.00003316294,0,0
22.0234375,0,11.399523003396,9.6648252313817,473.00004428338,0,0
30.56640625,0,11.42000125053,9.6648258794589,473.00006053822,0,0
43.380859375,0,11.441619878766,9.6648268156131,473.0000840168,0,0
62.6025390625,0,11.46405030466,9.6648281455634,473.00011736817,0,0
77.018798828125,0,11.477969008514,9.6648291038449,473.00014139709,0,0
91.43505859375,0,11.489464337395,9.6648300253651,473.00016450233,0,0
100,0,11.495676452643,9.6648305603659,473.0001779157,0,0
114.41625976562,0,11.504407486404,9.6648314276349,473.00019965793,0,0
136.04064941406,0,11.514890032066,9.6648326603228,473.00023055768,0,0
168.47723388672,0,11.527149571116,9.6648343748437,473.00027352863,0,0
200,0,11.537185086457,9.6648359290558,473.00031247561,0,0
232.43658447266,0,11.546118421266,9.6648374238306,473.00034992729,0,0
281.09146118164,0,11.557445625315,9.6648394693326,473.00040116647,0,0
300,0,11.561802460197,9.6648402366331,473.0004203852,0,0
348.65487670898,0,11.572121642834,9.6648420566504,473.00046596258,0,0
397.30975341797,0,11.581970659854,9.6648437456,473.00050824934,0,0
400,0,11.582523328658,9.6648438385894,473.00051057748,0,0
448.65487670898,0,11.591818918571,9.6648454094129,473.00054989883,0,0
500,0,11.60075406171,9.6648469615673,473.00058874559,0,0
548.65487670898,0,11.608367171223,9.6648483503151,473.00062349674,0,0
600,0,11.615458509315,9.6648497366894,473.00065818267,0,0
648.65487670898,0,11.621425969238,9.6648509880332,473.00068948546,0,0
700,0,11.626968155657,9.6648522475736,473.00072098852,0,0
748.65487670898,0,11.631618848758,9.6648533924367,473.00074961939,0,0
800,0,11.635928182887,9.6648545523953,473.00077862382,0,0
848.65487670898,0,11.639545983609,9.6648556126452,473.00080513175,0,0
900,0,11.642919814764,9.664856692511,473.00083212678,0,0
948.65487670898,0,11.645784731895,9.664857683956,473.00085690862,0,0
1000,0,11.648503325365,9.6648586979795,473.00088225195,0,0
1048.654876709,0,11.650857403502,9.6648596323052,473.00090560099,0,0
1100,0,11.653139560526,9.6648605911395,473.00092956002,0,0
1148.654876709,0,11.655153337902,9.664861477175,473.00095169785,0,0
1200,0,11.657139731787,9.6648623889577,473.0009744768,0,0
1248.654876709,0,11.658918437674,9.6648632335159,473.0009955744,0,0
1300,0,11.660700629759,9.6648641045911,473.00101733246,0,0
1348.654876709,0,11.662324690994,9.6648649130341,473.00103752439,0,0
1400,0,11.663991213376,9.6648657484431,473.00105838807,0,0
1448.654876709,0,11.665552146277,9.664866525069,473.00107778217,0,0
1500,0,11.667203843337,9.664867328888,473.00109785375,0,0
