time,1,2,3,4,5,6,7,8
0,541.55,541.55,541.55,541.55,541.55,541.55,541.55,541.55
1,809.34164675895,817.0095449537,819.0891330556,818.85829976314,812.69996808209,794.75426964664,784.09329887888,787.75285730353
