density_gas,density_liquid,id,pgas,viscosity_gas,viscosity_liquid,x,x1,y,y0,z
657.74013306289,1102.9550484007,0,12000000,5.1257720068233e-05,0.00082863930464544,0.5,0.025330089174513,0.5,0.0019524358173469,0
759.98356345716,1104.7200754133,1,16000000,6.4719186124407e-05,0.00082964659455733,1.5,0.027071148955185,0.5,0.0022021461879139,0
812.6885822265,1106.3948130047,2,20000000,7.3364477151606e-05,0.00083067487522902,2.5,0.02821277300276,0.5,0.0023207351935052,0
849.39573556272,1108.02239526,3,24000000,8.030326349604e-05,0.00083172435037387,3.5,0.029076654182286,0.5,0.0023999001642074,0
