x,y,z,id,pgas,density_liquid,density_gas,viscosity_liquid,viscosity_gas,x1,y0
0.5,0.5,0,0,12000000,1099.3883838824,0,0.00082863930464544,1,0,0
1.5,0.5,0,1,16000000,1100.938951267,0,0.00082964659455733,1,0,0
2.5,0.5,0,2,20000000,1102.4865920597,0,0.00083067487522902,1,0,0
3.5,0.5,0,3,24000000,1104.0279822651,0,0.00083172435037387,1,0,0
