x,y,z,id,pgas,density_liquid,density_gas,viscosity_liquid,viscosity_gas,x1,y0
0.5,0.5,0,0,12000000,995.34612621162,0,0.00059784733171261,1,0,0
1.5,0.5,0,1,16000000,997.04087755939,0,0.00059857407202375,1,0,0
2.5,0.5,0,2,20000000,998.72210275087,0,0.00059931595676464,1,0,0
3.5,0.5,0,3,24000000,1000.3899542921,0,0.00060007313291056,1,0,0
