no_modes,mean,max
1,0.10232549152870504,0.623816970168302
2,0.01705525729207685,0.24094117685854796
4,0.0012444217409107287,0.014116719287652504
8,0.0006443157415293606,0.010599511806213166
16,4.7589242324875004e-05,0.0010029130923977752
32,2.51646718235821e-06,4.4493961486843555e-05
