time,Anhydrite_mol,Barite_mol,Calcite_mol,Dolomite_mol,Illite_mol,K-feldspar_mol,Kaolinite_mol,Pyrrhotite_mol,Quartz_mol,temperature
0,0,0,0,0,0,0,0,0,0,0
0.01,1.1683745720568,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365937206713,0.5154955487813,322.18072136025,92.68
0.02,1.1687281032994,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365938790261,0.5154955487813,322.18072136025,93.36
0.03,1.1690770083259,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,94.04
0.04,1.1694213286948,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,94.72
0.05,1.1697611040838,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,95.4
0.06,1.1700963785472,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,96.08
0.07,1.1704271960876,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,96.76
0.08,1.1707535995386,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,97.44
0.09,1.1710756309595,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,98.12
0.1,1.1713933319524,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,98.8
0.11,1.1717067438121,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,99.48
0.12,1.1720159075962,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,100.16
0.13,1.1723208641583,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,100.84
0.14,1.1726216541661,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,101.52
0.15,1.1729183181095,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,102.2
0.16,1.1732108963055,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,102.88
0.17,1.1734994289001,0.00018534062110087,12.111220160658,2.8672730520553,0.36893253299438,6.8276280283406,0.21365939962409,0.5154955487813,322.18072136025,103.56
