DP,P,S,SumWij,T,h,id,mdot,mu,rho,w_perim,x,y,z
0,48775.06408633,9.8330946698987e-06,3.1493978673429e-05,628.15,803575.92728354,0,0.027395001750338,0.00030134227647172,865.51026802107,0,0,0.00904,0
0,47853.641889208,9.8330946698987e-06,3.1493978673429e-05,628.15005214886,803576.06668274,0.016,0.027363513766688,0.00030134224485056,865.51025614275,0,0,0.00904,0.016
0,46934.024784894,9.8330946698987e-06,3.1802428730079e-05,628.14951702771,803575.38189207,0.032,0.027331717216811,0.00030134256932885,865.51037803108,0,0,0.00904,0.032
0,46016.023800181,9.8330946698987e-06,3.1562269978169e-05,628.14938660481,803575.21497683,0.048,0.027300160628999,0.00030134264841276,865.51040773843,0,0,0.00904,0.048
0,42878.121305054,9.8330946698987e-06,3.1104946315078e-05,628.14935330613,803575.17236118,0.064,0.027269061102902,0.00030134266860393,865.51041532311,0,0,0.00904,0.064
0,41801.111337662,9.8330946698987e-06,3.0688566509485e-05,628.14897234839,803574.68481146,0.08,0.027238377730066,0.00030134289960378,865.51050209655,0,0,0.00904,0.08
0,40884.141755485,9.8330946698987e-06,2.1819394165507e-05,628.1488341519,803574.5079476,0.096,0.027216573954446,0.00030134298340156,865.51053357454,0,0,0.00904,0.096
0,39968.119104515,9.8330946698987e-06,2.1251433889088e-05,628.14801627888,803573.46123371,0.112,0.027195336707016,0.0003013434793339,865.51071986725,0,0,0.00904,0.112
0,39052.990663969,9.8330946698987e-06,2.0624419801475e-05,628.14786786669,803573.27129579,0.128,0.02717472470806,0.00030134356932658,865.51075367213,0,0,0.00904,0.128
0,38138.708939754,9.8330946698987e-06,1.9943497329355e-05,628.14767977379,803573.0305745,0.144,0.02715479153891,0.00030134368338055,865.51079651538,0,0,0.00904,0.144
0,37308.694939752,9.8330946698987e-06,1.9221902807457e-05,628.14711807738,803572.31171543,0.16,0.027135577514439,0.00030134402397729,865.51092445692,0,0,0.00904,0.16
0,36398.433503144,9.8330946698987e-06,2.7111138642763e-05,628.14569393434,803570.48909717,0.176,0.027108474178987,0.00030134488754153,865.51124884396,0,0,0.00904,0.176
0,35489.538606267,9.8330946698987e-06,2.6990279780419e-05,628.14652028822,803571.54666486,0.192,0.0270814916352,0.00030134438646072,865.51106061955,0,0,0.00904,0.192
0,34581.791873911,9.8330946698987e-06,2.6245733541827e-05,628.14506777986,803569.68774467,0.208,0.027055253146444,0.00030134526722773,865.51139146755,0,0,0.00904,0.208
0,31489.674874186,9.8330946698987e-06,2.4419979017528e-05,629.37721801639,805145.24367756,0.224,0.027030883520548,0.00030060046847023,865.23071923676,0,0,0.00904,0.224
0,30835.208120706,9.8330946698987e-06,2.2414315614502e-05,630.59490423681,806702.29904761,0.24,0.027008561642605,0.0002998690043128,864.95330882107,0,0,0.00904,0.24
0,29924.545430267,9.8330946698987e-06,1.6854179547606e-05,631.80800702255,808253.49357973,0.256,0.026991848851589,0.00029914479094711,864.67691002031,0,0,0.00904,0.256
0,29014.650149357,9.8330946698987e-06,1.6601532406479e-05,633.02429093206,809808.75581483,0.272,0.026975431420109,0.00029842314459582,864.39975377899,0,0,0.00904,0.272
0,28105.400367003,9.8330946698987e-06,1.5935843437445e-05,634.22697587996,811346.6290577,0.288,0.026959721553581,0.00029771392468602,864.12566421559,0,0,0.00904,0.288
0,27196.718106854,9.8330946698987e-06,1.5255326786234e-05,635.43318978445,812889.01477738,0.304,0.026944733928726,0.00029700693746212,863.85073831405,0,0,0.00904,0.304
0,26564.950279424,9.8330946698987e-06,1.4452646607296e-05,636.62502457442,814413.01392332,0.32,0.026930589814126,0.00029631258374757,863.57905819706,0,0,0.00904,0.32
0,25656.889472431,9.8330946698987e-06,1.3126302819406e-05,637.81143751105,815930.08014537,0.336,0.02691784800513,0.00029562550425486,863.3085828306,0,0,0.00904,0.336
0,24749.208500035,9.8330946698987e-06,1.2543457843688e-05,639.00159432833,817451.08207331,0.352,0.02690572765382,0.0002949403462183,863.03722270035,0,0,0.00904,0.352
0,23841.773376813,9.8330946698987e-06,1.1559731304164e-05,640.17844414741,818954.74308715,0.368,0.026894627875096,0.00029426684161572,862.76886584475,0,0,0.00904,0.368
0,22934.483080488,9.8330946698987e-06,1.0543589235227e-05,641.35878239009,820462.86125982,0.384,0.026884580471497,0.00029359529421588,862.49968279148,0,0,0.00904,0.384
0,22229.94301401,9.8330946698987e-06,9.4011746972075e-06,642.52490574103,821952.81706531,0.4,0.0268757101744,0.00029293568930648,862.23371130281,0,0,0.00904,0.4
0,21326.27221705,9.8330946698987e-06,1.6910869903956e-05,643.68639374348,823436.85028604,0.416,0.02685937063462,0.00029228248283474,861.96876718989,0,0,0.00904,0.416
0,20423.065683803,9.8330946698987e-06,1.5963416457865e-05,644.85125926836,824925.19896719,0.432,0.02684401963911,0.000291631130409,861.70302270537,0,0,0.00904,0.432
0,19520.058229696,9.8330946698987e-06,1.4336162327508e-05,646.00271866244,826396.418635,0.448,0.026830335834901,0.00029099093760809,861.44030714282,0,0,0.00904,0.448
0,18617.089746805,9.8330946698987e-06,1.2626957418564e-05,647.1576217997,827872.03837348,0.464,0.026818400975719,0.00029035245815283,861.17677643763,0,0,0.00904,0.464
0,17808.473582455,9.8330946698987e-06,1.075799502285e-05,648.29881818525,829329.99617711,0.48,0.026808373780847,0.00028972509586288,860.91634445346,0,0,0.00904,0.48
0,16910.543624536,9.8330946698987e-06,2.1784061409461e-05,649.43555383775,830781.26658466,0.496,0.026787359090909,0.00028910365484626,860.65690184886,0,0,0.00904,0.496
0,16013.413361375,9.8330946698987e-06,2.0878020775702e-05,650.57672097874,832238.19467355,0.512,0.026767291424194,0.00028848324525604,860.39641911076,0,0,0.00904,0.512
0,15116.854094058,9.8330946698987e-06,1.9375523315384e-05,651.70440724721,833677.91173252,0.528,0.026748766724508,0.00028787353683049,860.13898525396,0,0,0.00904,0.528
0,14220.74604401,9.8330946698987e-06,1.7876381510901e-05,652.8358265802,835122.39479494,0.544,0.026731782244092,0.00028726515155599,859.88067096101,0,0,0.00904,0.544
0,13346.734301968,9.8330946698987e-06,1.6337805691416e-05,653.95385817695,836549.78573451,0.56,0.026716377569184,0.00028666722663694,859.62538544124,0,0,0.00904,0.56
0,12453.824220044,9.8330946698987e-06,2.0638988675166e-05,655.0677148663,837971.84656981,0.576,0.026696699912811,0.00028607473276421,859.37102573773,0,0,0.00904,0.576
0,11561.477730138,9.8330946698987e-06,1.9258739740259e-05,656.18387932215,839396.85373059,0.592,0.026678444891618,0.00028548418823663,859.11611153965,0,0,0.00904,0.592
0,10669.549447732,9.8330946698987e-06,1.7599046038054e-05,657.28847287276,840807.08831666,0.608,0.026661891475889,0.000284902871995,858.86381285595,0,0,0.00904,0.608
0,9780.713806077,9.8330946698987e-06,1.5854659810916e-05,657.14342401228,840621.90443648,0.624,0.026647079337659,0.00028497903171107,858.89694480276,0,0,0.00904,0.624
0,8886.185846626,9.8330946698987e-06,1.393593326849e-05,656.99984146531,840438.59259876,0.64,0.026634182575044,0.00028505447364238,858.92974135761,0,0,0.00904,0.64
0,7997.8100066133,9.8330946698987e-06,1.2845289092021e-05,656.85586278,840254.77501123,0.656,0.026622366892968,0.00028513017583954,858.96262793948,0,0,0.00904,0.656
0,7109.6773009359,9.8330946698987e-06,1.185360065397e-05,656.71298744917,840072.36607635,0.672,0.026611538886085,0.00028520534955716,858.99526204829,0,0,0.00904,0.672
0,6221.6514992126,9.8330946698987e-06,1.0618299067583e-05,656.57064340325,839890.63543293,0.688,0.026601942078015,0.00028528029495679,859.02777435803,0,0,0.00904,0.688
0,5333.6711792385,9.8330946698987e-06,9.3848488916551e-06,656.42857318521,839709.25438555,0.704,0.026593574650519,0.00028535514720935,859.06022367735,0,0,0.00904,0.704
0,4445.3908812345,9.8330946698987e-06,8.0852403070775e-06,656.28781240077,839529.54509207,0.72,0.026586502749186,0.00028542935988777,859.09237347785,0,0,0.00904,0.72
0,3556.8621627453,9.8330946698987e-06,5.5849491402524e-06,656.14629092597,839348.86462519,0.736,0.026581946059009,0.00028550402417057,859.12469657895,0,0,0.00904,0.736
0,2668.142278308,9.8330946698987e-06,4.4346458201574e-06,656.00564857174,839169.30653154,0.752,0.026578530935541,0.00028557827490871,859.15681845306,0,0,0.00904,0.752
0,1779.1316460978,9.8330946698987e-06,3.1661974717812e-06,655.8660526463,838991.08441353,0.768,0.02657637412948,0.0002856520227943,859.18870089697,0,0,0.00904,0.768
0,889.77376651114,9.8330946698987e-06,1.9090960972375e-06,655.72655545731,838812.98835235,0.784,0.026575463852615,0.00028572576792844,859.22056036032,0,0,0.00904,0.784
0,0,9.8330946698987e-06,6.4349879065834e-07,655.58889834523,838637.24151735,0.8,0.02657580815724,0.0002857985887745,859.25199915102,0,0,0.00904,0.8
