DP,P,S,SumWij,T,h,id,mdot,mu,rho,w_perim,x,y,z
0,42132.953101333,8.0633197985385e-06,-9.1832256978286e-05,628.15,803575.92728354,0,0.022464408958728,0.00030134227647172,865.51026802107,0,0.07684,0,0
0,41481.740406128,8.0633197985385e-06,-9.1832256978286e-05,628.14482487308,803569.37687256,0.016,0.022556466198605,0.00030134541452135,865.51144679612,0,0.07684,0,0.016
0,40821.113687621,8.0633197985385e-06,-0.00010611731362495,628.14065580591,803564.04130041,0.032,0.022662773138935,0.0003013479425855,865.51239641344,0,0.07684,0,0.032
0,40140.27553257,8.0633197985385e-06,-0.00014404360719795,628.14165010205,803565.31380061,0.048,0.022806939812792,0.00030134733965329,865.51216993575,0,0.07684,0,0.048
0,37125.983698202,8.0633197985385e-06,-0.00013533548310129,628.14280187939,803566.78784524,0.064,0.022942297826567,0.00030134664122975,865.51190758746,0,0.07684,0,0.064
0,36435.151219187,8.0633197985385e-06,-0.00010150898230843,628.14584764424,803570.6858151,0.08,0.023043782622327,0.00030134479433544,865.51121383238,0,0.07684,0,0.08
0,35736.544872221,8.0633197985385e-06,-0.00015057385259464,628.13656630004,803558.80755079,0.096,0.023194748772181,0.00030135042245726,865.51332790815,0,0.07684,0,0.096
0,35034.170816045,8.0633197985385e-06,-0.00014580473809247,628.13270529958,803553.8662424,0.112,0.023340848367843,0.00030135276381128,865.51420735429,0,0.07684,0,0.112
0,34330.195642328,8.0633197985385e-06,-0.00013647646792597,628.13693548032,803559.28002771,0.128,0.023477477971649,0.00030135019858462,865.51324381745,0,0.07684,0,0.128
0,33625.853638217,8.0633197985385e-06,-0.00012518739703362,628.13980352805,803562.9505552,0.144,0.023602687655508,0.00030134845940155,865.51259054262,0,0.07684,0,0.144
0,32899.918749108,8.0633197985385e-06,-0.00011199551870709,628.14396591596,803568.27757925,0.16,0.023714652351288,0.00030134593537655,865.51164244676,0,0.07684,0,0.16
0,32197.150730527,8.0633197985385e-06,-0.00010067188716632,628.15884230252,803587.30665223,0.176,0.023815040550443,0.00030133691494373,865.50825394627,0,0.07684,0,0.176
0,31492.396110197,8.0633197985385e-06,-9.587536486742e-05,628.1517289489,803578.21080696,0.192,0.023910806820616,0.00030134122810487,865.50987420608,0,0.07684,0,0.192
0,30739.308132114,8.0633197985385e-06,-0.00019555741148751,628.15828606024,803586.59538523,0.208,0.024106402231163,0.00030133725221394,865.50838064562,0,0.07684,0,0.208
0,27353.215553835,8.0633197985385e-06,-0.00021140391275326,628.61124157978,804165.78960806,0.224,0.024317831006695,0.00030106292648823,865.40520540636,0,0.07684,0,0.224
0,26593.541105902,8.0633197985385e-06,-0.00012244318611811,629.06700871901,804748.579049,0.24,0.024440279048949,0.00030078753904378,865.30138515509,0,0.07684,0,0.24
0,25852.401340618,8.0633197985385e-06,-0.00011590815198017,629.50130873915,805303.91848475,0.256,0.024556413447255,0.00030052571900143,865.20245067865,0,0.07684,0,0.256
0,25108.645404508,8.0633197985385e-06,-0.00011072703440107,630.02670193454,805975.7387637,0.272,0.024667352208614,0.00030020975810369,865.08275941187,0,0.07684,0,0.272
0,24362.865939831,8.0633197985385e-06,-0.0001056147762784,630.50740440722,806590.41301551,0.288,0.024773127446962,0.00029992141414699,864.97324391916,0,0.07684,0,0.288
0,23614.714039101,8.0633197985385e-06,-0.00010077565645126,631.09469604506,807341.38283282,0.304,0.024874010961992,0.00029957009088046,864.83943794311,0,0.07684,0,0.304
0,22850.217183854,8.0633197985385e-06,-9.5901507477281e-05,631.53634298106,807906.11676988,0.32,0.024969997148669,0.00029930658437321,864.73881000377,0,0.07684,0,0.32
0,22098.966704524,8.0633197985385e-06,-9.1264046829521e-05,631.90604327296,808378.85253314,0.336,0.025061387929279,0.00029908645885377,864.65457157975,0,0.07684,0,0.336
0,21345.309980787,8.0633197985385e-06,-8.626655528339e-05,632.58877541257,809251.86212005,0.352,0.025147819213252,0.00029868103352391,864.49899903899,0,0.07684,0,0.352
0,20590.564127371,8.0633197985385e-06,-8.1812284243012e-05,633.13418278213,809949.27452351,0.368,0.025229803383435,0.0002983581623861,864.37471096633,0,0.07684,0,0.368
0,19833.748729003,8.0633197985385e-06,-7.7882609083519e-05,633.85444464896,810870.27337263,0.384,0.025307858493839,0.00029793314438699,864.21056677555,0,0.07684,0,0.384
0,19069.68229684,8.0633197985385e-06,-7.3875467652731e-05,634.2805658068,811415.15449715,0.4,0.025381907017643,0.00029768242309014,864.1134504317,0,0.07684,0,0.4
0,18311.425892905,8.0633197985385e-06,-6.9588798432918e-05,634.57492081819,811791.54625021,0.416,0.025452003167538,0.00029750954522263,864.04636228036,0,0.07684,0,0.416
0,17550.812425318,8.0633197985385e-06,-6.5297441804159e-05,635.37652212906,812816.55384642,0.432,0.025517738372048,0.0002970400554115,863.86365499005,0,0.07684,0,0.432
0,16789.852993905,8.0633197985385e-06,-6.1833726535643e-05,635.96660295284,813571.0901958,0.448,0.025579922950501,0.00029669566049217,863.72915004568,0,0.07684,0,0.448
0,16027.048970293,8.0633197985385e-06,-5.8934209308013e-05,636.78925233898,814623.01196586,0.464,0.025639144134442,0.00029621723156837,863.54161982847,0,0.07684,0,0.464
0,15264.508058064,8.0633197985385e-06,-5.6040022406831e-05,637.19985237649,815148.04623381,0.48,0.025695435840046,0.00029597917696672,863.44801431813,0,0.07684,0,0.48
0,14501.829370743,8.0633197985385e-06,-5.2138596268812e-05,637.43496439378,815448.68397033,0.496,0.025748000101928,0.00029584308607811,863.39441357066,0,0.07684,0,0.496
0,13736.812495954,8.0633197985385e-06,-4.8211179606725e-05,638.32685442007,816588.96689252,0.512,0.025796625156984,0.000295328284602,863.19106972177,0,0.07684,0,0.512
0,12972.069299115,8.0633197985385e-06,-4.5324988569157e-05,638.94482774626,817378.5514114,0.528,0.025842331249639,0.00029497293351443,863.05016640046,0,0.07684,0,0.528
0,12205.689431466,8.0633197985385e-06,-4.3053278808256e-05,639.84008664635,818522.42370804,0.544,0.025885745974687,0.00029446007708573,862.84602457959,0,0.07684,0,0.544
0,11441.530993978,8.0633197985385e-06,-4.084322768884e-05,640.23477151204,819026.71256094,0.56,0.025926936768966,0.00029423470475354,862.75602075851,0,0.07684,0,0.56
0,10676.749906075,8.0633197985385e-06,-3.7078617107762e-05,640.41166980274,819252.73550697,0.576,0.025964416792129,0.00029413383626654,862.71567980726,0,0.07684,0,0.576
0,9909.7352499078,8.0633197985385e-06,-3.3281692010407e-05,641.37267279433,820480.60902931,0.592,0.025998127848176,0.00029358741477756,862.49651482016,0,0.07684,0,0.592
0,9143.6792635773,8.0633197985385e-06,-3.0648159553969e-05,642.00199561363,821284.69479554,0.608,0.026029207875802,0.0002932309959369,862.35298129028,0,0.07684,0,0.608
0,8377.6279876494,8.0633197985385e-06,-2.8726551356353e-05,642.52445670128,821952.24332723,0.624,0.026058362883033,0.00029293594256765,862.23381372638,0,0.07684,0,0.624
0,7616.2826355793,8.0633197985385e-06,-2.6985097961926e-05,642.48113550573,821896.89183567,0.64,0.02608576494655,0.00029296037863669,862.2436950386,0,0.07684,0,0.64
0,6852.9972807047,8.0633197985385e-06,-2.3328720415944e-05,642.20331910967,821541.92582642,0.656,0.026109549324869,0.00029311721051198,862.30706235387,0,0.07684,0,0.656
0,6087.8442900212,8.0633197985385e-06,-1.9862597957398e-05,642.71467431438,822195.28437148,0.672,0.02612987622525,0.00029282870906722,862.19042570677,0,0.07684,0,0.672
0,5323.9825187243,8.0633197985385e-06,-1.7626589737163e-05,642.90639383301,822440.24440043,0.688,0.026147956745464,0.00029272073102489,862.14669429854,0,0.07684,0,0.688
0,4559.4889505581,8.0633197985385e-06,-1.5746040887602e-05,643.34838278691,823004.97368683,0.704,0.026164153540408,0.00029247218906711,862.04587309539,0,0.07684,0,0.704
0,3799.1452107774,8.0633197985385e-06,-1.3536700489377e-05,643.29577875032,822937.76150929,0.72,0.026178132180521,0.00029250174121814,862.05787272166,0,0.07684,0,0.72
0,3038.3494468418,8.0633197985385e-06,-9.9294672152612e-06,643.0260939768,822593.18527415,0.736,0.026188659315335,0.00029265336683491,862.11939016783,0,0.07684,0,0.736
0,2276.7327195801,8.0633197985385e-06,-6.5147369527578e-06,643.42365307479,823101.14653366,0.752,0.026195637766366,0.00029242991672343,862.02870291273,0,0.07684,0,0.752
0,1517.0290013544,8.0633197985385e-06,-3.8932441847537e-06,643.55438977009,823268.18880924,0.768,0.026199936261072,0.00029235653141135,861.99887978604,0,0.07684,0,0.768
0,757.63102022969,8.0633197985385e-06,-1.479763251224e-06,643.89459529075,823702.869403,0.784,0.026201838732469,0.00029216578877388,861.92127170752,0,0.07684,0,0.784
0,0,8.0633197985385e-06,-3.0347647139856e-07,643.83540102118,823627.23688476,0.8,0.026202592121083,0.00029219895412892,861.93477535679,0,0.07684,0,0.8
