,n_ranks,n_samples,mem_total,mem_per_proc,mem_max_proc,run_time,run_time_min,run_time_max
0,32,128,2435,76.09375,78,2.3207654918,2.307867433,2.349276073
1,32,256,2444,76.375,78,4.6094062850999995,4.562948934,4.635488903
2,32,512,2443,76.34375,78,9.3367552931,9.200809585,9.619832593
3,32,1024,2438,76.1875,78,18.3618494705,18.322627609,18.435592622999998
4,32,2048,2447,76.46875,78,36.609260893300004,36.528811077,36.731015208
5,32,4096,2447,76.46875,79,73.2838947918,73.15033611,73.402283895
