,n_ranks,n_samples,mem_total,mem_per_proc,mem_max_proc,run_time,run_time_min,run_time_max
0,32,128,2404,75.125,78,2.1848666844,2.151460385,2.259313389
1,32,256,2404,75.125,77,4.3507803795,4.213640526,4.464425401000001
2,32,512,2400,75.0,77,8.7319029727,8.387365564,8.941495541
3,32,1024,2399,74.96875,77,17.3467279777,16.855108359000003,17.777281159
4,32,2048,2400,75.0,77,34.7608003375,33.406870081,36.290299415999996
5,32,4096,2405,75.15625,80,68.6791440031,66.467058151,70.480901463
