t, dummy, x, y, z, dummy,value, weight_ui, weight_ur
0,0.043859380326271,1,0,0,-0.030929189542607,0.012930190783664,0,1
0,0.04321767927841,2,0,0,-0.030328593468236,0.012889085810174,0,1
0,0.042153093541987,3,0,0,-0.042153093541987,0,0,1
0,0.040676040080965,4,0,0,-0.040676040080965,0,0,1
0,0.038800971853098,5,0,0,-0.038800971853098,0,0,1
0,0.036546236387843,6,0,0,-0.036546236387843,0,0,1
0,0.033933896255909,7,0,0,-0.033933896255909,0,0,1
0,0.030989513187162,8,0,0,-0.030989513187162,0,0,1
0,0.027741897949273,9,0,0,-0.027741897949273,0,0,1
