t, dummy, x, y, z, dummy,value, weight_ui, weight_ur
0,0.016389642850731,1,0,0,0.16039343874917,0.1767830815999,0,1
0,0.0035732672686438,2,0,0,0.17305152243594,0.17662478970459,0,1
0,-0.010931668199228,3,0,0,0.010931668199228,0,0,1
0,-0.020270805808119,4,0,0,0.020270805808119,0,0,1
0,-0.020030903572866,5,0,0,0.020030903572866,0,0,1
0,-0.010325328129798,6,0,0,0.010325328129798,0,0,1
0,0.0042595170618654,7,0,0,-0.0042595170618654,0,0,1
0,0.016831512639229,8,0,0,-0.016831512639229,0,0,1
0,0.02144971833105,9,0,0,-0.02144971833105,0,0,1
