time,average
0,0
0.1,0.053732788893655
0.2,0.090469854137681
0.3,0.11713705233087
0.4,0.1370167923092
0.5,0.15204682520315
0.6,0.16350196058048
0.7,0.17227418088323
0.8,0.17901122823698
0.9,0.18419438207462
1,0.18818636538145
