time,bottomLeft_pp,bottomRight_pp,topLeft_pp,topRight_pp
0,0,0,0,0
0.01,-0.0003694144120733,0.10817207113014,-0.0010538524833425,0.13192187972622
0.02,-0.0028929568152284,0.10083218162896,-0.0041441357396111,0.14861777238385
0.03,-0.0047682114679066,0.092614599716151,-0.0062743739325799,0.16351979288012
0.04,-0.0060379377247523,0.083839262602934,-0.0074416783946794,0.17661810856736
0.05,-0.0067861989396876,0.074702277246626,-0.0077494702236527,0.18813067972925
0.06,-0.0071020156447398,0.065326276813756,-0.0073304234564121,0.19832387222829
0.07,-0.0070652582827045,0.055788213957908,-0.0063137524307487,0.20744505910544
0.08,-0.0067425976661527,0.046135720778585,-0.0048132414349517,0.21570291225818
0.09,-0.006187710515096,0.036397271294083,-0.0029244641285671,0.22326630899577
0.1,-0.0054430388326361,0.026588751977215,-0.00072575760901766,0.23026946648943
0.11,-0.0050170924990232,0.018178755267499,0.0029558613303317,0.2344425829435
0.12,-0.0049007895115481,0.011091343428082,0.0079965699448974,0.23606904313349
0.13,-0.005043752067538,0.0051725379991225,0.014208515122575,0.2355103198081
0.14,-0.0053858758327643,0.0002533578805615,0.02139581911527,0.23311289099611
0.15,-0.0058705565974409,-0.0038249008316106,0.029377669527359,0.22917842648652
0.16,-0.006449315355587,-0.00720214526426,0.03799605286663,0.22395920166962
0.17,-0.0070826647634858,-0.0099980464801294,0.047116739436438,0.21766248022608
0.18,-0.0077394761075631,-0.012313374145191,0.056627540419183,0.21045729700943
0.19,-0.008395850271638,-0.014232244656231,0.066435648994855,0.20248117857013
0.2,-0.009033915600914,-0.015824507914627,0.076464850437608,0.19384600954483
0.21,-0.0096623804734745,-0.016859775699777,0.087038154389228,0.18440839001207
0.22,-0.010266981712984,-0.017398102481399,0.098081358670239,0.17426282479631
0.23,-0.010831401187661,-0.017505118360104,0.10951144631292,0.16350116781677
0.24,-0.011341028611134,-0.01724268090508,0.12124987963301,0.15220404203112
0.25,-0.011784205497172,-0.016665537619354,0.13322734860543,0.1404391773399
0.26,-0.012152345017282,-0.015820692785257,0.14538472589089,0.12826228255244
0.27,-0.01243961542831,-0.014747885854912,0.1576724762702,0.11571865398606
0.28,-0.012642497692714,-0.013480453371097,0.17004953313378,0.10284483375755
0.29,-0.012759345477675,-0.012046257860754,0.18248207726228,0.089670087057385
0.3,-0.012789993381679,-0.010468556073313,0.19494239187019,0.076217646003395
0.31,-0.011764906148366,-0.0092308994051785,0.20508251705333,0.064137239551744
0.32,-0.0097433544024686,-0.008314898461617,0.21307562416514,0.053349712087947
0.33,-0.0068461265842274,-0.0076645899408832,0.2192008532989,0.043697280963935
0.34,-0.0032074881476228,-0.0072166310823226,0.22374515288666,0.035009764679939
0.35,0.0010452469344059,-0.0069126569734596,0.22696758351063,0.027129683198767
0.36,0.0057991505663248,-0.0067033459272538,0.22908998789502,0.019919887128439
0.37,0.010957327416748,-0.0065489226073003,0.23029791029856,0.013264179130363
0.38,0.016438154039986,-0.0064182886446163,0.23074492829947,0.0070653993474242
0.39,0.022173640395914,-0.0062877406781743,0.23055764930437,0.0012428183357523
0.4,0.028107583466287,-0.0061396708155166,0.22984036056947,-0.0042704441873919
0.41,0.035374441502599,-0.0062843447524142,0.22689304273931,-0.0086333667141966
0.42,0.04386335016895,-0.0066876950859831,0.2219302340415,-0.011940292498533
0.43,0.053403742515554,-0.0072928834261478,0.21522263169775,-0.01432829644634
0.44,0.063817043129987,-0.0080414383957261,0.20702867723306,-0.015937824980448
0.45,0.074937927708978,-0.0088815159932398,0.19757295609964,-0.016897156974017
0.46,0.086621490904476,-0.0097702474860798,0.18704300655979,-0.017317639227661
0.47,0.098744245891741,-0.010673609527539,0.17559260601877,-0.017293486320415
0.48,0.11120262969725,-0.011565394364872,0.16334676896734,-0.016903325170779
0.49,0.12391066242403,-0.012425961063607,0.1504066838391,-0.016212253685377
0.5,0.13679747310572,-0.013241038766027,0.13685402237807,-0.015273902815362
