time,bottomLeft_pp,bottomRight_pp,topLeft_pp,topRight_pp
0.51,0.1488210930985,-0.013554426423857,0.1239504680084,-0.014379320735971
0.52,0.16001299590692,-0.013384504219476,0.11167689461542,-0.013543893496782
0.53,0.17046383483507,-0.01277914437879,0.099957024944956,-0.012755925166302
0.54,0.18027713391584,-0.011793754307052,0.088702984861365,-0.011995293375399
0.55,0.1895508220787,-0.010481856564987,0.077832282477149,-0.011241468586889
0.56,0.19837108882961,-0.0088915730050551,0.067272983254756,-0.010476536056661
0.57,0.20681136517916,-0.0070647382744869,0.056964272008962,-0.0096860165171829
0.58,0.2149332492332,-0.0050371087886373,0.046855392506999,-0.008858786772121
0.59,0.22278802801509,-0.0028389753823022,0.036904164510495,-0.007986678163234
0.6,0.23041825369515,-0.00049587886903352,0.02707553038831,-0.0070639979684793
0.61,0.23512766793071,0.0032430567773463,0.01866580743437,-0.0064943603902441
0.62,0.23717169122413,0.0082824558872416,0.011574614977516,-0.0062440904521896
0.63,0.23690892939036,0.014452092010837,0.0056339931571392,-0.0062487131069835
0.64,0.23469298459969,0.021567440044662,0.00066707320007013,-0.0064402070525365
0.65,0.23083595883578,0.029455217490291,-0.0034890260837079,-0.0067578068519306
0.66,0.22560100811446,0.037962504047056,-0.0069760655965762,-0.0071512127241319
0.67,0.21920557067694,0.046958559538284,-0.0099140971756515,-0.0075805946944163
0.68,0.21182774772114,0.056333611074452,-0.012403340431941,-0.0080154125734346
0.69,0.2036129483167,0.065996545846188,-0.014526785786453,-0.0084329283625093
0.7,0.19467981604016,0.075872360108057,-0.01635281738505,-0.0088167635942881
0.71,0.18498119543138,0.086351788952629,-0.017558757829518,-0.0092588427157797
0.72,0.1746121395805,0.097357929405174,-0.018205911233578,-0.0097424172708416
0.73,0.16366209824224,0.10880204228727,-0.018365003568689,-0.010244138821596
0.74,0.15220848888537,0.12059910489242,-0.018104092036526,-0.010741236022254
0.75,0.14031587132353,0.13267352989139,-0.017484045585406,-0.011214189828293
0.76,0.12803710681378,0.14496049106403,-0.016557457914698,-0.011647369034759
0.77,0.11541503140472,0.15740543440572,-0.015368997571744,-0.012028830348826
0.78,0.10248409487561,0.16996294132975,-0.013956279056042,-0.012349832245876
0.79,0.089271792098255,0.18259544949241,-0.012350852805994,-0.012604296621002
0.8,0.075799857491467,0.19527203659555,-0.010579148727827,-0.012788308678574
0.81,0.06374600457447,0.20555347653277,-0.009206126826089,-0.011862161037993
0.82,0.05302754985103,0.21361814761068,-0.0082120142141688,-0.0098860665478472
0.83,0.043481235409248,0.21975462128226,-0.0075351486856379,-0.0069862083203899
0.84,0.034931229259006,0.22425965598915,-0.0071053453013602,-0.0033035684121012
0.85,0.027214890237345,0.22740110478064,-0.0068576078259431,0.0010278690403793
0.86,0.020190590278493,0.22940822861887,-0.0067366920662342,0.0058890932459026
0.87,0.013738340232689,0.23047266034553,-0.0066977277108999,0.011177881030349
0.88,0.0077578119543656,0.2307529111197,-0.0067053123328541,0.016808041890768
0.89,0.0021656497830018,0.23037956360678,-0.0067321383111734,0.022707720803416
0.9,-0.003107191043988,0.2294601018558,-0.0067575910026911,0.028817471715344
0.91,-0.0072778443266173,0.22634236141345,-0.0069115363737903,0.036116143170152
0.92,-0.010438944204178,0.22123774424428,-0.007166171605669,0.04449919637617
0.93,-0.012721892473147,0.21441093720875,-0.0074800777191549,0.053811217666453
0.94,-0.014260494774318,0.20611428126408,-0.0078124417969018,0.063891172268695
0.95,-0.015176675327852,0.19656708596823,-0.0081284102128612,0.074590850025947
0.96,-0.015576164759606,0.18595261442641,-0.0084003873582422,0.08578092284402
0.97,-0.015548402753691,0.17442128582364,-0.0086076694252013,0.097351607085681
0.98,-0.015168043224802,0.16209551976179,-0.0087355068466153,0.1092111692662
0.99,-0.01449692325276,0.14907451903811,-0.0087740606013828,0.12128372314891
1,-0.013586024286893,0.13543844586202,-0.0087174317923148,0.13350694058936
