time,cm3_quartz,massfrac_Cl,massfrac_H2O,massfrac_Na,massfrac_SiO2,porosity,solution_temperature
0,0,0,0,0,0,0,0
100000,8999.98928,0.0035248860630086,0.99408647246921,0.0022857424085791,0.00010289905920305,0.10000010720011,50
