time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,8.4644480826316,10,553,2.8128073335132,-0.099471700401677,-0.66443629019512,-0.31887190591157,1.6582923414654,0.05482615657485
