time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,8,0,0,0,0,0,0,0
1,0.49874880504498,8,738,0.93139158986668,-0.21116392547641,-0.13806435928555,0.18634585408402,0.20305015358719,-0.028142634136144
