time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,30,0,0,0,0,0,0,0
1,0.0073123616335759,30,995,0.38783392220478,-0.10966793004625,-0.081672043162896,-0.019226213440356,0.047936818694099,0.0024367765892211
