time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,0.0037766315052806,10,571,0.35706392629262,-0.090795709619418,-0.072768964718967,-0.01545307641909,0.041284392316653,-0.0070361545276946
