time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,20,0,0,0,0,0,0,0
1,-0.00066139901522396,20,811,0.37206710030775,-0.098505990172386,-0.07613112171865,-0.031730959468675,0.011803127199281,-0.01251555375188
