time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,20,0,0,0,0,0,0,0
1,0.0042424785420269,20,822,0.37600421481699,-0.10406844777953,-0.074813035506526,0.0075050090942412,0.046843373394144,-0.0088371759477499
