time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,120,0,0,0,0,0,0,0
1,0.4216314052425,120,4027,0.39229565238222,-0.1019668527032,-0.089713423189464,0.057237225846229,0.068579150737524,0.0017739609891062
