time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,120,0,0,0,0,0,0,0
1,0.39203346862313,120,3738,0.39578740893358,-0.1000253444605,-0.094163048882992,0.048632834337851,0.063034154070923,0.0096582611152014
