0.063476468	0.037558698	0.046134748
0.032548053	0.047309735	0.292963872
0.088258276	0.007884758	0.083283162
0.006995287	0.044871444	0.110010396
0.009708836	0.049072061	0.011546216
0.096079564	0.077107966	0.149464695
0.034135419	0.027427971	0.222765979
0.098767035	0.045559443	0.065883274
0.074318774	0.085185462	0.083613476
0.003834711	0.057955711	0.236204159
0.034529399	0.139134547	0.252619965
0.010044786	0.111794244	0.147353632
0.027805578	0.109797145	0.207631986
0.003964949	0.121547865	0.215819439
0.061719773	0.141568669	0.133665261
0.026057651	0.164449488	0.283123989
0.003915645	0.164248499	0.212264078
0.092993051	0.174059	0.129663397
0.047714616	0.116093281	0.110971918
0.08710879	0.197098538	0.147083348
