time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,13,0,0,0,0,0,0,0
1,-0.40509177107809,13,617,0.72124217830242,-0.12301693812513,-0.14538606583524,0.083012632688769,-0.14716421026068,-0.014192612975811
