time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,16.382193070565,10,1182,4.9854232814664,-0.087737796549335,-1.241136574202,-0.21320499437312,-1.3721560436038,0.094698891621782
