time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,0.0058290060072752,10,524,0.3500747340328,-0.098853007933185,-0.060778733321995,0.02427052781849,0.021383183169544,0.0096642042977834
