time,dis_x,grain_tracker,memory,global_strain_0,global_strain_1,global_strain_2,global_strain_3,global_strain_4,global_strain_5
0,0,10,0,0,0,0,0,0,0
1,24.912376532118,10,603,4.9970389923543,-0.10967812952808,-1.2462335821081,0.27283378982372,0.32313142443643,0.087266504247933
