x,y,z,id,strain_xx,strain_yy,strain_xy,strain_xz,disp_x,u_x,disp_y,u_y
0.2628917115316,10,0.070441621801729,210,0,0,0,0,0,0,0,0
0.070441621801729,10,0.070441621801729,210,0,0,0,0,0,0,0,0
0.2628917115316,10,0.2628917115316,210,0,0,0,0,0,0,0,0
0.070441621801729,10,0.2628917115316,210,0,0,0,0,0,0,0,0
0.59622504486494,10,0.070441621801729,211,0,0,0,0,0,0,0,0
0.40377495513506,10,0.070441621801729,211,0,0,0,0,0,0,0,0
0.59622504486494,10,0.2628917115316,211,0,0,0,0,0,0,0,0
0.40377495513506,10,0.2628917115316,211,0,0,0,0,0,0,0,0
0.92955837819827,10,0.070441621801729,212,0,0,0,0,0,0,0,0
0.7371082884684,10,0.070441621801729,212,0,0,0,0,0,0,0,0
0.92955837819827,10,0.2628917115316,212,0,0,0,0,0,0,0,0
0.7371082884684,10,0.2628917115316,212,0,0,0,0,0,0,0,0
1.2628917115316,10,0.070441621801729,213,0,0,0,0,0,0,0,0
1.0704416218017,10,0.070441621801729,213,0,0,0,0,0,0,0,0
1.2628917115316,10,0.2628917115316,213,0,0,0,0,0,0,0,0
1.0704416218017,10,0.2628917115316,213,0,0,0,0,0,0,0,0
1.5962250448649,10,0.070441621801729,214,0,0,0,0,0,0,0,0
1.4037749551351,10,0.070441621801729,214,0,0,0,0,0,0,0,0
1.5962250448649,10,0.2628917115316,214,0,0,0,0,0,0,0,0
1.4037749551351,10,0.2628917115316,214,0,0,0,0,0,0,0,0
1.9295583781983,10,0.070441621801729,215,0,0,0,0,0,0,0,0
1.7371082884684,10,0.070441621801729,215,0,0,0,0,0,0,0,0
1.9295583781983,10,0.2628917115316,215,0,0,0,0,0,0,0,0
1.7371082884684,10,0.2628917115316,215,0,0,0,0,0,0,0,0
2.2628917115316,10,0.070441621801729,216,0,0,0,0,0,0,0,0
2.0704416218017,10,0.070441621801729,216,0,0,0,0,0,0,0,0
2.2628917115316,10,0.2628917115316,216,0,0,0,0,0,0,0,0
2.0704416218017,10,0.2628917115316,216,0,0,0,0,0,0,0,0
2.5962250448649,10,0.070441621801729,217,0,0,0,0,0,0,0,0
2.4037749551351,10,0.070441621801729,217,0,0,0,0,0,0,0,0
2.5962250448649,10,0.2628917115316,217,0,0,0,0,0,0,0,0
2.4037749551351,10,0.2628917115316,217,0,0,0,0,0,0,0,0
2.9295583781983,10,0.070441621801729,218,0,0,0,0,0,0,0,0
2.7371082884684,10,0.070441621801729,218,0,0,0,0,0,0,0,0
2.9295583781983,10,0.2628917115316,218,0,0,0,0,0,0,0,0
2.7371082884684,10,0.2628917115316,218,0,0,0,0,0,0,0,0
3.2628917115316,10,0.070441621801729,219,0,0,0,0,0,0,0,0
3.0704416218017,10,0.070441621801729,219,0,0,0,0,0,0,0,0
3.2628917115316,10,0.2628917115316,219,0,0,0,0,0,0,0,0
3.0704416218017,10,0.2628917115316,219,0,0,0,0,0,0,0,0
3.5962250448649,10,0.070441621801729,220,0,0,0,0,0,0,0,0
3.4037749551351,10,0.070441621801729,220,0,0,0,0,0,0,0,0
3.5962250448649,10,0.2628917115316,220,0,0,0,0,0,0,0,0
3.4037749551351,10,0.2628917115316,220,0,0,0,0,0,0,0,0
3.9295583781983,10,0.070441621801729,221,0,0,0,0,0,0,0,0
3.7371082884684,10,0.070441621801729,221,0,0,0,0,0,0,0,0
3.9295583781983,10,0.2628917115316,221,0,0,0,0,0,0,0,0
3.7371082884684,10,0.2628917115316,221,0,0,0,0,0,0,0,0
4.2628917115316,10,0.070441621801729,222,0,0,0,0,0,0,0,0
4.0704416218017,10,0.070441621801729,222,0,0,0,0,0,0,0,0
4.2628917115316,10,0.2628917115316,222,0,0,0,0,0,0,0,0
4.0704416218017,10,0.2628917115316,222,0,0,0,0,0,0,0,0
4.5962250448649,10,0.070441621801729,223,0,0,0,0,0,0,0,0
4.4037749551351,10,0.070441621801729,223,0,0,0,0,0,0,0,0
4.5962250448649,10,0.2628917115316,223,0,0,0,0,0,0,0,0
4.4037749551351,10,0.2628917115316,223,0,0,0,0,0,0,0,0
4.9295583781983,10,0.070441621801729,224,0,0,0,0,0,0,0,0
4.7371082884684,10,0.070441621801729,224,0,0,0,0,0,0,0,0
4.9295583781983,10,0.2628917115316,224,0,0,0,0,0,0,0,0
4.7371082884684,10,0.2628917115316,224,0,0,0,0,0,0,0,0
5.2628917115316,10,0.070441621801729,225,0,0,0,0,0,0,0,0
5.0704416218017,10,0.070441621801729,225,0,0,0,0,0,0,0,0
5.2628917115316,10,0.2628917115316,225,0,0,0,0,0,0,0,0
5.0704416218017,10,0.2628917115316,225,0,0,0,0,0,0,0,0
5.5962250448649,10,0.070441621801729,226,0,0,0,0,0,0,0,0
5.4037749551351,10,0.070441621801729,226,0,0,0,0,0,0,0,0
5.5962250448649,10,0.2628917115316,226,0,0,0,0,0,0,0,0
5.4037749551351,10,0.2628917115316,226,0,0,0,0,0,0,0,0
5.9295583781983,10,0.070441621801729,227,0,0,0,0,0,0,0,0
5.7371082884684,10,0.070441621801729,227,0,0,0,0,0,0,0,0
5.9295583781983,10,0.2628917115316,227,0,0,0,0,0,0,0,0
5.7371082884684,10,0.2628917115316,227,0,0,0,0,0,0,0,0
6.2628917115316,10,0.070441621801729,228,0,0,0,0,0,0,0,0
6.0704416218017,10,0.070441621801729,228,0,0,0,0,0,0,0,0
6.2628917115316,10,0.2628917115316,228,0,0,0,0,0,0,0,0
6.0704416218017,10,0.2628917115316,228,0,0,0,0,0,0,0,0
6.5962250448649,10,0.070441621801729,229,0,0,0,0,0,0,0,0
6.4037749551351,10,0.070441621801729,229,0,0,0,0,0,0,0,0
6.5962250448649,10,0.2628917115316,229,0,0,0,0,0,0,0,0
6.4037749551351,10,0.2628917115316,229,0,0,0,0,0,0,0,0
6.9295583781983,10,0.070441621801729,230,0,0,0,0,0,0,0,0
6.7371082884684,10,0.070441621801729,230,0,0,0,0,0,0,0,0
6.9295583781983,10,0.2628917115316,230,0,0,0,0,0,0,0,0
6.7371082884684,10,0.2628917115316,230,0,0,0,0,0,0,0,0
7.2628917115316,10,0.070441621801729,231,0,0,0,0,0,0,0,0
7.0704416218017,10,0.070441621801729,231,0,0,0,0,0,0,0,0
7.2628917115316,10,0.2628917115316,231,0,0,0,0,0,0,0,0
7.0704416218017,10,0.2628917115316,231,0,0,0,0,0,0,0,0
7.5962250448649,10,0.070441621801729,232,0,0,0,0,0,0,0,0
7.4037749551351,10,0.070441621801729,232,0,0,0,0,0,0,0,0
7.5962250448649,10,0.2628917115316,232,0,0,0,0,0,0,0,0
7.4037749551351,10,0.2628917115316,232,0,0,0,0,0,0,0,0
7.9295583781983,10,0.070441621801729,233,0,0,0,0,0,0,0,0
7.7371082884684,10,0.070441621801729,233,0,0,0,0,0,0,0,0
7.9295583781983,10,0.2628917115316,233,0,0,0,0,0,0,0,0
7.7371082884684,10,0.2628917115316,233,0,0,0,0,0,0,0,0
8.2628917115316,10,0.070441621801729,234,0,0,0,0,0,0,0,0
8.0704416218017,10,0.070441621801729,234,0,0,0,0,0,0,0,0
8.2628917115316,10,0.2628917115316,234,0,0,0,0,0,0,0,0
8.0704416218017,10,0.2628917115316,234,0,0,0,0,0,0,0,0
8.5962250448649,10,0.070441621801729,235,0,0,0,0,0,0,0,0
8.4037749551351,10,0.070441621801729,235,0,0,0,0,0,0,0,0
8.5962250448649,10,0.2628917115316,235,0,0,0,0,0,0,0,0
8.4037749551351,10,0.2628917115316,235,0,0,0,0,0,0,0,0
8.9295583781983,10,0.070441621801729,236,0,0,0,0,0,0,0,0
8.7371082884684,10,0.070441621801729,236,0,0,0,0,0,0,0,0
8.9295583781983,10,0.2628917115316,236,0,0,0,0,0,0,0,0
8.7371082884684,10,0.2628917115316,236,0,0,0,0,0,0,0,0
9.2628917115316,10,0.070441621801729,237,0,0,0,0,0,0,0,0
9.0704416218017,10,0.070441621801729,237,0,0,0,0,0,0,0,0
9.2628917115316,10,0.2628917115316,237,0,0,0,0,0,0,0,0
9.0704416218017,10,0.2628917115316,237,0,0,0,0,0,0,0,0
9.5962250448649,10,0.070441621801729,238,0,0,0,0,0,0,0,0
9.4037749551351,10,0.070441621801729,238,0,0,0,0,0,0,0,0
9.5962250448649,10,0.2628917115316,238,0,0,0,0,0,0,0,0
9.4037749551351,10,0.2628917115316,238,0,0,0,0,0,0,0,0
9.9295583781983,10,0.070441621801729,239,0,0,0,0,0,0,0,0
9.7371082884684,10,0.070441621801729,239,0,0,0,0,0,0,0,0
9.9295583781983,10,0.2628917115316,239,0,0,0,0,0,0,0,0
9.7371082884684,10,0.2628917115316,239,0,0,0,0,0,0,0,0
0.2628917115316,10,0.40377495513506,450,0,0,0,0,0,0,0,0
0.070441621801729,10,0.40377495513506,450,0,0,0,0,0,0,0,0
0.2628917115316,10,0.59622504486494,450,0,0,0,0,0,0,0,0
0.070441621801729,10,0.59622504486494,450,0,0,0,0,0,0,0,0
0.59622504486494,10,0.40377495513506,451,0,0,0,0,0,0,0,0
0.40377495513506,10,0.40377495513506,451,0,0,0,0,0,0,0,0
0.59622504486494,10,0.59622504486494,451,0,0,0,0,0,0,0,0
0.40377495513506,10,0.59622504486494,451,0,0,0,0,0,0,0,0
0.92955837819827,10,0.40377495513506,452,0,0,0,0,0,0,0,0
0.7371082884684,10,0.40377495513506,452,0,0,0,0,0,0,0,0
0.92955837819827,10,0.59622504486494,452,0,0,0,0,0,0,0,0
0.7371082884684,10,0.59622504486494,452,0,0,0,0,0,0,0,0
1.2628917115316,10,0.40377495513506,453,0,0,0,0,0,0,0,0
1.0704416218017,10,0.40377495513506,453,0,0,0,0,0,0,0,0
1.2628917115316,10,0.59622504486494,453,0,0,0,0,0,0,0,0
1.0704416218017,10,0.59622504486494,453,0,0,0,0,0,0,0,0
1.5962250448649,10,0.40377495513506,454,0,0,0,0,0,0,0,0
1.4037749551351,10,0.40377495513506,454,0,0,0,0,0,0,0,0
1.5962250448649,10,0.59622504486494,454,0,0,0,0,0,0,0,0
1.4037749551351,10,0.59622504486494,454,0,0,0,0,0,0,0,0
1.9295583781983,10,0.40377495513506,455,0,0,0,0,0,0,0,0
1.7371082884684,10,0.40377495513506,455,0,0,0,0,0,0,0,0
1.9295583781983,10,0.59622504486494,455,0,0,0,0,0,0,0,0
1.7371082884684,10,0.59622504486494,455,0,0,0,0,0,0,0,0
2.2628917115316,10,0.40377495513506,456,0,0,0,0,0,0,0,0
2.0704416218017,10,0.40377495513506,456,0,0,0,0,0,0,0,0
2.2628917115316,10,0.59622504486494,456,0,0,0,0,0,0,0,0
2.0704416218017,10,0.59622504486494,456,0,0,0,0,0,0,0,0
2.5962250448649,10,0.40377495513506,457,0,0,0,0,0,0,0,0
2.4037749551351,10,0.40377495513506,457,0,0,0,0,0,0,0,0
